,OBJECTID,GIS_ID,NAME,ALPHA_CODE,PARK_CODE,LOCATION,AQUIRED,TRANS_DC,SOURCE,RESERVE,LABEL,Shape_Length,Shape_Area,SQUARE,SUFFIX,LOT,SSL,PAR,Zip Code
78,79,Nps_400,Triangle,NACE,840.0,"North Carolina Ave., Between 5th & C Sts., SE",1,,NPS,039,,160.365949767077,1232.13372614282,0819,S,0.0,RES 00380000,,20002
79,80,Nps_406,Folger Park,NACE,822.0,"D St., Between 2nd & 3rd Sts., SE",1,,NPS,016,Folger Park,363.626968093111,7867.4736148134,0763,S,0.0,RES 00160000,,20011
80,81,Nps_394,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 3rd & 4th Sts.SE",8,,NPS,037B,,269.486062771519,1577.1697412437697,0790,,0.0,RES 037B0000,,20003
81,82,Nps_397,Center Parking,NACE,840.0,"Pennsylvania Ave., Between North Carolina Ave. & 4th St, SE",8,,NPS,038A,,182.060742313275,1016.2409592272801,0819,S,0.0,RES 038A0000,,20003
82,83,Nps_401,Center Parking,NACE,840.0,"Pennsylvania Ave., Between North Carolina Ave. & 6th St., SE",8,,NPS,041A,,182.367104857844,1002.44658315613,0843,S,0.0,RES 041A0000,,20003
83,84,Nps_403,Center Parking,NACE,840.0,"Pennsylvania Ave, Between 6th & 7th sts., SE",8,,NPS,041B,,435.809145205149,2579.79511335382,0874,,0.0,RES 041B0000,,20024
84,85,Nps_408,Center Parking,NACE,840.0,"Pennsylvania  Ave., Between 7th & 8th sts., SE",1,,NPS,044A,,218.861974955998,1271.83725957825,0901,S,0.0,RES 044A0000,,20032
85,86,Nps_411,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 8th & 9th Sts.SE",8,,NPS,047A,,222.744604586365,1254.66909154879,0924,S,0.0,RES 047A0000,,20017
86,87,Nps_413,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 9th & 10th Sts.SE",8,,NPS,047B,,211.67636782307,1159.05763362215,0948,,0.0,RES 047B0000,,98372
87,88,Nps_415,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 10th & 11th Sts., SE",8,,NPS,050A,,199.250697828264,1053.87101590606,0973,,0.0,RES 050A0000,,98372
88,89,Nps_417,Triangle,NACE,840.0,"Pennsylvania Ave., Between 10th & E Sts., SE",1,,NPS,050,,97.2537027532755,352.29720570971494,0973,,0.0,RES 00500000,,20003
89,90,Nps_419,Triangle,NACE,840.0,"Pennsylvania Ave., Between 12th & E Sts., SE",1,,NPS,051,,132.7730467481,651.482590413669,0994,,0.0,RES 00510000,,20003
90,91,Nps_418,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 11th & 12th Sts., SE",1,,NPS,051A,,232.317250444926,1306.37948957405,0994,,0.0,RES 051A0000,,98058
91,92,Nps_423,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 12th & 13th Sts., SE",8,,NPS,052A,,366.726845671707,2252.7086087285197,1019,S,0.0,RES 052A0000,,20012
92,93,Nps_426,Triangle,NACE,840.0,"Pennsylvania Ave., Between 13th & G Sts., SE",8,,NPS,052,,104.11554871514099,437.375297565859,1019,S,0.0,RES 00520000,,20003
93,94,Nps_431, , ,0.0, , ,,NPS,054M,,22.418845265074395,27.760127794349,0000,,0.0,RES 054E0000,,
94,95,Nps_436,Triangle,NACE,840.0,"Pennsylvania  Ave., Between Potomac & 14th sts., SE", ,,NPS,054C,,30.801032190900504,45.206256510789395,0000,,0.0,RES 054F0000,,20003
95,96,Nps_432,Triangle,NACE,840.0,North Side Pennsylvania  Ave. At Potomac Ave, ,,NPS,054E,,123.557820400357,680.232490670318,1046,NE,0.0,RES 00540000,,20003
96,97,Nps_433,Triangle,NACE,840.0,"South Side Pennsylvania Ave. At Potomac Ave., SE", ,,NPS,054F,,167.630570340243,933.390676892579,1046,NE,0.0,RES 054D0000,,20003
97,98,Nps_434,Center Parking,NACE,840.0,"Pennsylvania  Ave & Potomac Aves., SE", ,,NPS,054D,,114.236981827873,519.859487602713,1046,NE,0.0,RES 054C0000,,20003
98,99,Nps_435,Center Parking,NACE,840.0,"Pennsylvania  Ave., Between 14th & 15th sts., SE", ,,NPS,054A,,274.883917151787,1593.0565700147101,1065,,0.0,RES 054A0000,,15061
99,100,Nps_439,Center Parking,NACE,840.0,"Pennsylvania  Ave., Between 15th & 16th sts., SE", ,,NPS,054B,,392.933593040625,2335.42946649832,1078,,0.0,RES 054B0000,,20020
100,101,Nps_425,Benjamin Banneker Park,NACC,893.0,"10th St. Overlook & Maine Ave., SW",9,,NPS,719,Benjamin Banneker Park,1520.1150747141298,20734.3762890392,"0355,0389",,0.0,RES 07190000,,20024
101,102,Nps_399,Park,NACC,875.0,"C St., Between 7th & 9th Sts., SW",1,,NPS,113,,391.079314305606,5340.1003965379705,0000,,0.0,RES 01130000,,20017
102,103,Nps_404,Triangle,NACC,875.0,"Virginia Ave., Between 6th & D Sts., SW",1,,NPS,115,,79.0892313677565,307.981044429284,0000,,0.0,RES 01150000,,20024
103,104,Nps_478,Park,NACE,892.0,"V St., Between 1st & Canal Sts., SW",9,,NPS,467,,938.730444710517,15881.8702119625,0613,,0.0,RES 04670000,,20024
104,105,Nps_473,Fort Davis,NACE,882.0,"Pennsylvania & Alabama Aves., SE","8, 9",,NPS,336,Fort Davis,972.884544493737,53935.811768866,0000,,0.0,RES 03360000,,20020
105,106,Nps_479,Frederick Douglass Home,NACE,833.0,"1411 W St., SE",10,,NPS,716,Frederick Douglass Home,815.168830936185,34405.7070152691,PAR ,,6.0,PAR 02250006,225.0,20020
106,107,Nps_458,Twining Square,NACE,892.0,"Pennsylvania Ave., Between Minnesota Ave. & 25th St., SE",8,,NPS,487,Twining Square,316.125631625436,1301.89869507974,5560,,0.0,RES 487C0000,,20020
107,108,Nps_455,"Anacostia Park, Section D",NACE,831.0,"Anacostia River, Between Sousa & 11th St. Bridges,","6, 9",,NPS,343D,Anacostia Park,2621.98124427746,203716.85138863302,PAR ,,37.0,PAR 02170037,217.0,20020
108,109,Nps_459,Center Parking,NACE,892.0,"Pennsylvania Ave., East Of Minnesota., SE",8,,NPS,487A,,174.57968511915797,1148.23369023782,5556,,0.0,RES 04870000,,20020
109,110,Nps_429,Triangle,NACE,840.0,"Pennsylvania  Ave., Between Potomac & 14th sts., SE", ,,NPS,054,,374.732555094623,2205.86130614911,1044,,0.0,RES 053A0000,,20003
110,111,Nps_428,Center Parking,NACE,840.0,"Pennsylvania  Ave., Between 13th & 14th sts., SE", ,,NPS,053A,,122.805353771022,584.839584286886,1044,,0.0,RES 053A0000,,98002
111,112,Nps_389,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 2nd & 3rd Sts.SE",8,,NPS,037A,,78.3170889650532,178.77764254882598,0762,,0.0,RES 00370000,,20011
112,113,Nps_391,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 2nd & 3rd Sts.SE",8,,NPS,037A,,45.10160670365249,97.65857848856079,0762,,0.0,RES 00370000,,20011
113,114,Nps_508,Washington Monument & Grounds,NACC,807.0,"14th To 17th Sts., E St. To Constitution Ave., NW",1,,NPS,002,Washington Monument & Grounds,3272.2668647336895,422503.536213325,0000,,0.0,RES 00020000,,20037
114,115,Nps_372,Triangle,ROCR,892.0,"3rd st., Between Pennsylvania & Constitution Ave.,","3, 8",,NPS,553,,122.544975002707,759.580184952491,0533,S,0.0,RES 05530000,,20004
115,116,Nps_053,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,141.684944078039,953.1792286945889,MULTI-SQUARES,,0.0,RES 05150000,,20015
116,117,Nps_057,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,156.515319565581,818.012174937464,MULTI-SQUARES,,0.0,RES 05150000,,20015
117,118,Nps_059,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,397.94413520674794,7334.97608319058,MULTI-SQUARES,,0.0,RES 05150000,,20015
118,119,Nps_034,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,114.525857046231,779.45617647529,"2027,2290",,0.0,RES 05150000,,20015
119,120,Nps_032,Fort Circle Park,ROCR,832.0,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,806.819473341306,22421.1895035468,"2027,2290",,0.0,RES 05150000,,20015
120,121,Nps_299,Triangle,NACC,875.0,"Massachusetts Ave., Between 1st & G Sts., NW",8,,NPS,077A,,132.961419366852,352.006829312778,0000,,0.0,RES 077B0000,,20001
121,122,Nps_306,Triangle,NACC,875.0,"Massachusetts Ave., Between New Jersey Ave. & G St.",8,,NPS,077B,,92.9988533841805,301.85539941997104,0000,,0.0,RES 077A0000,,20001
122,123,Nps_132,Park,ROCR,821.0,North Side Of Zoo,"8, 9",,NPS,563,,252.568547456603,3512.84302907354,2587,W,814.0,2587W   0814,,98422
123,124,Nps_116,Park,ROCR,821.0,North Side Of Zoo,"8, 9",,NPS,563,,7339.419661827429,624084.1494032011,PAR ,,6.0,PAR 00670006,67.0,98422
124,125,Nps_147,Curb Parking,ROCR,878.0,"Ashmeade Pl., Between Connecticut Ave. & Kalorama Rd.",8,,NPS,303D,,148.395989677225,881.691723292245,0000,,0.0,RES 303D0000,,20008
125,126,Nps_161,Triangle,ROCR,878.0,"Connecticut Ave., Between Columbia Rd. & California. St.",8,,NPS,303,,160.40592132959299,717.639807840313,2356,S,0.0,RES 03030000,,20009
126,127,Nps_152,Triangle,NACC,877.0,"Florida Ave., Between V st. & West Of Ontario Rd., NW",1,,NPS,271,,53.654709085489394,90.62866097819841,0000,,0.0,RES 02710000,,20009
127,128,Nps_178,Triangle,NACC,876.0,"Vermont Ave. & 11th St., North Of R St. NW",8,,NPS,167,,21.435290851823,25.655814576820102,0000,,0.0,RES 01670000,,20009
128,129,Nps_177,Triangle,NACC,893.0,"Vermont Ave & 11th St., South Of S St., NW",8,,NPS,682,,112.044583874477,322.13540092359,0000,,0.0,RES 06820000,,20009
129,130,Nps_171,Triangle,NACC,893.0,"Vermont Ave. & 11th St., North Of S St., NW",8,,NPS,683,,95.88936081953828,258.391331634969,0000,,0.0,RES 06830000,,20009
130,131,Nps_206,Triangle,NACC,877.0,"Florida Ave., Between P & West Of 1st Sts., NE",1,,NPS,278,,27.834100461001302,29.187700594256302,0000,,0.0,RES 02780000,,20002
131,132,Nps_218,Triangle,NACC,877.0,"Florida Ave., Between N & West Of 4th Sts., NE",1,,NPS,279,,26.1007237651319,36.4185366061179,0000,,0.0,RES 02790000,,20002
132,133,Nps_209,Triangle,NACC,876.0,"New York Ave., Between 1st & O Sts., NE",1,,NPS,184,,65.2343306716652,158.640413273129,0000,,0.0,RES 01840000,,20002
133,134,Nps_318,Judiciary Square,NACC,0.0,"D To G Sts., & 4th To 5th Sts., NW",1,1970-02-11T00:00:00.000Z,NPS,007,Judiciary Square,420.48722446141295,8634.610886397,0488,E,800.0,0488E   0800,,20003
134,135,Nps_348,Triangle,NACC,875.0,"Virginia Ave., Between 19th & C Sts., NW",1,,NPS,108,,212.83465607698997,1349.79019395849,0128,,0.0,RES 01080000,,20006
135,136,Nps_232,Old stone House,ROCR,864.0,"3051 M St., NE",6,,NPS,693,Old stone House,205.664244354605,1690.02969850367,1209,,0.0,RES 06930000,,98002
136,137,Nps_093,Melvin C. Hazen Park,ROCR,861.0,"South Of Tilden St., East & West Of Connecticut Ave., NW",6,,NPS,630,Melvin C. Hazen Park,3457.65031363081,168113.80952833,,,0.0,RES 06300000,,20008
137,138,Nps_462,Center Parking,NACE,892.0,"Pennsylvania Ave., East Of Prout St., SE", ,,NPS,487D,,80.6947675656688,252.108894105953,5560,,0.0,RES 04870000,,20020
138,139,Nps_461,Center Parking,NACE,892.0,"Pennsylvania Ave., West Of Minnesota., SE", ,,NPS,487C,,199.819478236852,1324.61282667819,5560,,0.0,RES 04870000,,20003
139,140,Nps_523,Piney Branch Portal,ROCR,892.0,"Piney Branch Rd. & Eastern Ave., NW",8,,NPS,531,Piney Branch Portal,349.58092548665,2208.00965250988,3350,,0.0,RES 05310000,,20012
140,141,Nps_524,Piney Branch Portal,ROCR,892.0,"Piney Branch Rd. & Eastern Ave., NW",8,,NPS,531,Piney Branch Portal,166.46109407339898,1452.1337588331799,3350,,0.0,RES 05310000,,20012
141,142,Nps_503,Square E. 667,NACE,878.0,"Half & North Side Of V sts., SW",1,,NPS,295,,310.180370762661,4357.575640220461,0667,E,0.0,RES 02950000,,20024
142,143,Nps_502,Triangle,NACE,892.0,"Water & V Sts., At Bulkhead, SE",10,,NPS,562,,153.81919602190598,710.415447160642,0667,E,0.0,RES 02950000,,20003
143,144,Nps_460,Center Parking,NACE,892.0,"Pennsylvania Ave., East Of Minnesota., SE", ,,NPS,487B,,218.02466051802799,1888.4235039710102,5556,,0.0,RES 04870000,,20020
144,145,Nps_474,Fort Circle Park,NACE,832.0,"Fort Dupont To Fort Stanton Park, SE","6, 8",,NPS,518,Fort Circle Park,748.9952639444209,33644.8476496413,5634,,804.0,5634    0804,,
145,146,Nps_278,Triangle,NACE,878.0,"Florida Ave., & I st., West Of Orren St., NE",1,,NPS,283,,34.979965181184504,46.464592824758704,0000,,0.0,RES 02830000,,20002
146,147,Nps_388,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 2nd & 3rd Sts.SE",8,,NPS,037A,,158.47962212259398,637.907541859345,0762,,0.0,RES 037A0000,,20011
147,148,Nps_393,Center Parking,NACE,840.0,"Pennsylvania Ave., Between 2nd & 3rd Sts.SE",8,,NPS,037A,,102.59930196472,500.480803566203,0762,,0.0,RES 037A0000,,20011
148,149,Nps_376,Triangle,NACE,877.0,"Maryland Ave., Between 2nd & Constitution Ave., NE",1,,NPS,204,,160.583687300592,738.0786106480169,0000,,0.0,RES 02040000,,20002
149,150,Nps_375,Triangle,NACE,877.0,"Maryland Ave., Between 2nd & Constitution Ave., NE",1,,NPS,204,,92.81976150898329,433.516792264604,0000,,0.0,RES 02040000,,20002
150,151,Nps_368,Triangle,NACE,877.0,"Maryland Ave., Between 3rd & Constitution Ave., NE",1,,NPS,205,,121.965102871943,514.100054540155,0000,,0.0,RES 02050000,,20002
151,152,Nps_363,Triangle,NACE,877.0,"Maryland Ave., Between 3rd & Constitution Ave., NE",1,,NPS,205,,49.41059904655021,114.24431081844,0000,,0.0,RES 02050000,,20002
152,153,Nps_361,Triangle - Mellon Fountain,NACC,892.0,"6th st., Between Pennsylvania & Constitution Aves.","3, 8",,NPS,546,Mellon Fountain,173.420269562458,1429.2335240711402,0461,E,0.0,RES 05460000,,20004
153,154,Nps_369,Triangle - Mellon Fountain,NACC,892.0,"6th st., Between Pennsylvania & Constitution Aves.","3, 8",,NPS,546,,113.65139413073999,313.69070999968,0461,E,0.0,RES 05460000,,20004
154,155,Nps_349,"The Mall, L'enfant Square",NACC,802.0,"9th To 7th St., NW & Constitution Ave., Nw To Independence Avenue, SW",1,,NPS,03A,,181.698104926026,2110.80946662072,0432,S,0.0,RES 00350000,,20004
155,156,Nps_345,Triangle,NACC,840.0,"7th & 9th Sts. To Above Pennsylvania Ave., NW",1,,NPS,036,,179.338319037851,1904.7530830116898,0432,S,0.0,RES 00360000,,20017
156,157,Nps_346,Triangle ( FDR Memorial Stone),NACC,840.0,"9th St., Below Pennsylvania Ave., NW",1,,NPS,035,FDR Memorial Stone,150.398306843152,645.482639363595,0432,S,0.0,RES 00360000,,20037
157,158,Nps_340,Park (Part of Sq. E 87),NACE,892.0,"Virginia & New York Aves. To 20th & 21st Sts., NW",9,,NPS,378,,509.51610535825597,7574.585542940699,0087,E,0.0,RES 01050000,,20002
158,159,,,NAMA,,"Constitution Ave., between 21st & 22nd Sts., NW",<Null>,,NPS,332A,,378.83005248426497,4073.00953314186,0088,,0.0,RES 332A0000,,20002
159,160,Nps_334,Edward J. Kelly Park,NACC,875.0,"Virginia Ave., between 21st & New York Ave., NW",1,,NPS,105,Edward J. Kelly Park,273.848503101417,3009.5136086167,0087,E,0.0,RES 01050000,,20002
160,161,Nps_015,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,293.745024885875,2439.75440647916,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
161,162,Nps_008,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,186.59366501768397,1686.1038785171302,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
162,163,Nps_010,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,431.031197793854,9339.119901960508,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
163,164,Nps_009,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,309.75335948149603,2693.4206444431,MULTI-SQUARES & PARCELS,,0.0,RES 04940000,,
164,165,Nps_303,Center Parking,NACC,840.0,"New Hampshire Ave., Between G st. & Virginia Ave., NW",8,,NPS,026K,,152.890264827133,1293.03779915775,0008,E,800.0,0008E   0800,,20052
165,166,Nps_268,Washington Circle,NACC,824.0,"Pennsylvania & New Hampshire Aves., NW",1,,NPS,026,Washington Circle,333.86135558779097,8869.97592029811,0040,N,0.0,RES 00260000,,20037
166,167,Nps_285,Triangle,NACC,840.0,"Pennsylvania Ave., Between 21st & I Sts., NW",1,,NPS,028,,225.01056375309602,1736.8887154535598,0101,N,0.0,RES 00280000,,20052
167,168,Nps_282,James Monroe Park,NACC,840.0,"Pennsylvania Ave., Between 20th & I Sts., NW",1,,NPS,029,James Monroe Park,215.252750046106,1587.6019379357401,0000,,0.0,RES 00290000,,20006
168,169,Nps_287,Triangle,ROCR,0.0,"Virginia Ave., Between 27th & I Sts., Nw [Bricked]",1,1965-03-02T00:00:00.000Z,NPS,095,,40.4586796591326,76.323302785482,0000,,0.0,RES 00950000,,20037
169,170,Nps_295,Triangle,NACC,840.0,"Pennsylvania Ave., Between 18th & H Sts., NW",1,,NPS,031,,197.28538923062303,1460.52987023827,0105,S,0.0,RES 00310000,,20006
170,171,Nps_296,Triangle,NACC,840.0,"Pennsylvania  Ave., Between 19th & H sts., NW",1,,NPS,030,,233.204129422446,1704.6116351829098,0141,N,0.0,RES 00300000,,20006
171,172,Nps_273,Farragut Square,NACC,818.0,"17th St., Between I & K Sts., NW",1,,NPS,012,Farragut Square,334.657626871826,6377.0000924139895,0185,W,0.0,RES 00120000,,98901
172,173,Nps_276,Mcpherson Square,NACC,874.0,"15th St., Between I & K Sts., NW",1,,NPS,011,McPherson Square,341.69439198932497,6755.30677897542,0218,W,0.0,RES 00110000,,98901
173,174,Nps_275,Franklin Square,NACC,812.0,"I To K St. & 13th To 14th Sts., NW",1,,NPS,009,Franklin Square,571.403595849872,19403.8535065964,0000,,0.0,RES 00090000,,20005
174,175,Nps_293,Triangle,NACC,876.0,"New York Ave. & H St., West Of 13th St., NW",1,,NPS,172,,73.59392011665659,322.21064507296796,0251,,0.0,RES 01720000,,20005
175,176,Nps_291,Triangle,NACC,876.0,"New York Ave, & 13th st., NW East Of Res. 172",8,,NPS,172B,,69.3872329953989,249.066981007061,0251,,0.0,RES 172B0000,,20005
176,177,Nps_297,Triangle,NACC,876.0,"New York Ave., Between 13th & H Sts., NW",8,,NPS,172A,,65.6826387421835,242.431880031626,0000,,0.0,RES 172A0000,,20005
177,178,Nps_283,Triangle,NACC,876.0,"New York Ave. Between 12th & I Sts., NW",1,,NPS,173,,171.36809530557,1173.75059864851,0000,,0.0,RES 01730000,,20005
178,179,Nps_486,Shepherd Parkway,NACE,848.0,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,3158.8926187625502,165525.89691850301,0000,,0.0,RES 04210000,,20003
179,180,Nps_013,Fort Circle Park,ROCR,832.0,"Rock Creek Park To Fort Stevens Park, NW",6,,NPS,499,Fort Circle Park,548.949636877445,3593.68304754036,0000,,0.0,RES 04990000,,20015
180,181,Nps_067,Westmoreland Circle,ROCR,892.0,"Massachusetts & Western Aves., NW","6, 8",,NPS,559,Westmoreland Circle,210.31273265963299,3076.26863370373,1486,,0.0,RES 05590000,,20016
181,182,Nps_068,Triangle,ROCR,892.0,"Kansas Ave. & 7th St., North Of Sherman Circle, NW",8,,NPS,436,,160.44832885632098,1433.83786688326,3216,,0.0,RES 04360000,,20011
182,183,Nps_077,Triangle,ROCR,892.0,"Kansas Ave., South Of Sherman Circle, NW",8,,NPS,438,,159.552413349674,1441.26659963613,3141,,0.0,RES 04380000,,20011
183,184,Nps_069,Triangle,ROCR,892.0,"Illinois Ave., Between 7th & Decatur Sts., NW",8,,NPS,447,,126.560761478416,832.245545328239,3144,,0.0,RES 04470000,,20011
184,185,Nps_078,Triangle,ROCR,892.0,"Illinois Ave., Between 7th & Buchanan Sts., NW",8,,NPS,448,,126.613346052171,837.297578534849,3219,,0.0,RES 04480000,,20011
185,186,Nps_211,Fort Circle Park,NACE,832.0,"Anacostia Park To Fort Mahan Park, NE","6, 8",,NPS,523,Fort Circle Park,2297.3713946697603,115643.80938181901,"5071,5076,5077,5094",E,0.0,RES 05230000,,20019
186,187,Nps_314,"Anacostia Park, Section F",NACE,831.0,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,8305.76536378531,797103.531248294,0000,,0.0,RES 343F0000,,20020
187,188,Nps_384,"Anacostia Park, Section F",NACE,831.0,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,4872.29967004212,221288.603251445,0000,,0.0,RES 343F0000,,20020
188,189,Nps_355,"Anacostia Park, Section F",NACE,831.0,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,213.31405935542801,2458.3421928553303,0000,,0.0,RES 343F0000,,20020
189,190,Nps_354,"Anacostia Park, Section F",NACE,831.0,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,235.892957784235,1728.99917739427,0000,,0.0,RES 343F0000,,20020
190,191,Nps_365,"Anacostia Park, Section F",NACE,831.0,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,91.77298484742641,526.233677618326,0000,,0.0,RES 343F0000,,20020
191,192,Nps_505,Fort Circle Park,ROCR,832.0,"Fort Slocum Park To Fort Totten Park, NE",6,,NPS,497,Fort Circle Park,516.591366175949,12045.6296957817,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0.0,RES 04970000,,20011
192,193,Nps_048,Fort Circle Park,ROCR,832.0,"Fort Slocum Park To Fort Totten Park, NE",6,,NPS,497,Fort Circle Park,1256.5405536712199,43948.048613384904,"3382,3383,3699,3700,3701,3702,3705,3706,3709",,0.0,RES 04970000,,20011
193,194,Nps_179,Triangle,ROCR,892.0,"Connecticut Ave., Between 20th & R Sts., NW",8,,NPS,554,,40.067031514101295,71.1306127583478,0000,,0.0,RES 05540000,,20009
194,195,Nps_176,Triangle,NACC,877.0,"Florida Ave., Between 21st & South Of S Sts., NW",1,,NPS,270,,27.28570027406,36.333021596189795,0065,,0.0,RES 02700000,,20009
195,196,Nps_186,Sheridan Circle,NACC,825.0,"Massachusetts Ave., Between 23rd & R Sts., NW",8,,NPS,057A,Sheridan Circle,162.78474872757602,2108.7134250219,2512,W,0.0,RES 057A0000,,20020
196,197,Nps_165,Montrose Park,ROCR,891.0,"R St. & Lovers Ln., NW",8,,NPS,324,Montrose Park,1050.6163134849699,63459.683931349806,2156,,0.0,RES 03240000,,99111
197,198,Nps_151,Dumbarton Oaks Park,ROCR,863.0,"Whitehaven Park & Montrose Park, NW",10,,NPS,637,Dumbarton Oaks Park,1864.8154445865803,110129.001300985,2155,,0.0,RES 06370000,,20007
198,199,Nps_167,Triangle,NACC,877.0,"Florida Ave., Between 19th st. & T Sts., NW",8,,NPS,270A,,55.55695013759421,148.773518640178,0000,,0.0,RES 270A0000,,20009
199,200,Nps_163,Triangle,NACC,876.0,Below New Hampshire Ave. & 16th St. NW,8,,NPS,146,,78.41928450552071,282.869411115839,0000,,0.0,RES 01460000,,20009
200,201,Nps_154,Triangle,NACC,876.0,"Above New Hampshire Ave. & 16th St., NW",8,,NPS,147,,80.3248568789177,299.245082845813,0000,,0.0,RES 01470000,,20009
201,202,Nps_180,Triangle,NACC,877.0,"Florida Ave., Between R & 2nd Sts., NW",1,,NPS,276,,36.7256475306474,53.3866913557443,0000,,0.0,RES 02760000,,20001
202,203,Nps_184,Triangle,NACC,877.0,"Florida Ave., Between 1st & R Sts., NW",8,,NPS,276A,,144.759781772349,789.7988588988161,3099,,0.0,RES 276A0000,,20001
203,204,Nps_166,Triangle,NACC,877.0,"Florida Ave., Between T & West Of 6th Sts., NW",1,,NPS,274,,10.394891705568698,6.315862725611839,0000,,0.0,RES 02740000,,20001
204,205,Nps_145,Triangle,NACC,877.0,"Florida Ave., & 10th St., NW",1,,NPS,272,,27.8672292440824,34.304825801065505,0000,,0.0,RES 02720000,,20001
205,206,Nps_143,Meridian Hill Park,ROCR,872.0,"16th St., Between Euclid & W Sts. NW",4,,NPS,327,Meridian Hill Park,1098.89047119593,45737.1862067503,"2569,2570,2573",,0.0,RES 03270000,,20009
206,207,Nps_137,Rabaut Park,ROCR,878.0,"Mt. Pleasant St., Between 16th St., & Harvard St., NW",8,,NPS,309C,Rabaut Park,195.07626872686,2286.39062576876,0000,,0.0,RES 309C0000,,20009
207,208,Nps_500,Triangle,NACE,893.0,"Central Ave., Between 50th & East Capitol Sts., SE",8,,NPS,669,,195.707754043288,755.711444018876,0000,,0.0,RES 06690000,,20019
208,209,Nps_392,"The Mall, Seaton Park, West",NACC,802.0,"6th To 4th., NW & Constitution NW To Independence","1,  7, 9",,NPS,005,,183.219114848569,1664.66388276899,0492,N,800.0,0492N   0800,,20002
209,210,Nps_544,Beach Parkway,ROCR,821.0,"DC Line, Between East & West Beach Drive, NW","5, 6",,NPS,432,Beach Parkway,2765.0169611976003,72226.0629510173,0000,,0.0,RES 04320000,,37615
210,211,Nps_001,North Portal,ROCR,821.0,"16th St.,between North Portal & South Portal Drs.","5, 6",,NPS,433,North Portal,1793.86268619857,35374.3327764267,0000,,0.0,RES 04330000,,20012
211,212,Nps_450,Triangle,NACE,875.0,"Virginia Ave., Between West Side Of 7th & K Sts., SE",8,,NPS,124A,,24.6210041891237,29.898882107600397,0000,,0.0,RES 124A0000,,20003
212,213,Nps_292,Theodore Roosevelt Island (Analostan Island),GWMP,854.0,"Potomac River, NW",10,,NPS,560,Theodore Roosevelt Island,4299.7696167430895,341456.02400767,PAR ,,1.0,PAR 03180001,318.0,20007
213,214,Nps_521,Lady Bird Johnson Park (Columbia Island),GWMP,835.0,Between Potomac River & Boundary Channel,9,,NPS,344,Lady Bird Johnson Park,4854.927050874489,546422.584431806,PAR ,,1.0,PAR 03170001,,
214,215,Nps_387,Triangle,NACC,877.0,"Maryland Ave., Between 3rd & Independence Ave., SW",1,,NPS,201,,172.429264167887,1282.03511186438,0000,,0.0,RES 02010000,,20024
215,216,Nps_359,Curb Parking,NACC,801.0,"Constitution Ave., Between 22nd & 23rd Sts., NW",2,,NPS,332B,,224.806350422175,2296.51560799066,"0062,0063",,0.0,RES 332B0000,,20037
216,217,Nps_350,Triangle,NACC,892.0,"Virginia Ave., Between 18th & C Sts., NW",9,,NPS,383,,253.232607087864,2626.02579953035,0146,,0.0,RES 03830000,,20006
