,loc_searched,lat,long,name_only,address_only,pulse_address,num_reviews,loc_type,price,avg_review
800772,"VVW9+FH Arlington, Mason, VA",,,$,4.3,,,,,
800773,"Linda's Nail Boutique, 4401 Wakefield Chapel Rd Annandale, VA 22003 ",38.9068754,-77.0437629,Linda Goodman Hairdresser,"1234 19th St NW #408, Washington, DC 20036","WX44+QF Washington, District of Columbia",1,Beauty salon,,5
800774,"Linda's Skin Care, 312 S Washington St Ste 3b Alexandria, VA 22314 ",38.8022556,-77.0472867,Linda's Skin Care,"312 S Washington St # 3B, Alexandria, VA 22314","RX23+W3 Alexandria, Mason, VA",,Skin care clinic,,
800775,"Lindsay's Organic Salon, 2 Royal St SW Leesburg, VA 20175 ",39.1137847,-77.5657348,Lindsay's Organic Salon,"2 Royal St SW, Leesburg, VA 20175","4C7M+GP Leesburg, Virginia",2,Hair salon,,5
800777,"Linger Rose Boutique, 2709 E Marshall St Richmond, VA 23223 ",37.5311256,-77.4159082,,,,,,,
800778,"Linger Rose Boutique, 2709 E Marshall St Richmond, VA 23223 ",37.5311256,-77.4159082,2709 E Marshall St,,"GHJM+FJ Richmond, Virginia",,,,
800779,"Linger Rose, Po Box 1613 Chesterfield, VA 23832 ",37.3770935,-77.5049863,Chesterfield,,,,,,
800780,"Lin Huizhen, 2729 Wilson Blvd Arlington, VA 22201 ",38.8894149,-77.0915352,2729 Wilson Blvd,,"VWQ5+Q9 Arlington, Mason, VA",,,,
800781,"Linked, LLC Fitness Services, 3215 French St Richmond, VA 23221 ",37.54711,-77.4857856,3215 French St,,,,,,
800782,"Linnie Food Mart, 8600 Patterson Ave Henrico, VA 23229 ",37.5949707,-77.5666573,Linnie Food Mart,"8600 Patterson Ave, Richmond, VA 23229","HCVM+X8 Tuckahoe, VA",1,Grocery store,,4
800783,"Lin's Asia Bistro, 13253 Rittenhouse Dr Midlothian, VA 23112 ",37.4149326,-77.6394586,Lin's Asian Bistro,"13253 Rittenhouse Dr, Midlothian, VA 23112","C976+X6 Midlothian, VA",190,Asian restaurant,$,4.1
800973,"Lin's Garden Chinese Restaurant, 4201 Beulah Rd North Chesterfield, VA 23237 ",37.423608,-77.469395,Lin's Garden,"4201 Beulah Rd, Richmond, VA 23237","CGFJ+C6 Richmond, Virginia",107,Chinese restaurant,,3.6
801029,"Lisalon Inc, 6257 Old Dominion Dr Mc Lean, VA 22101 ",38.9203973,-77.1522506,Lisalon,"6257 Old Dominion Dr # B, McLean, VA 22101","WRCX+53 McLean, Dranesville, VA",5,Beauty salon,,4.8
801031,"Lisamdro Amaya, 4108 Meadowdale Blvd North Chesterfield, VA 23234 ",37.4390399,-77.4706291,Lisamdro Amaya,"4108 Meadowdale Blvd, North Chesterfield, VA 23234","CGQH+JP Bellwood, Bermuda, VA",,Association or organization,,
801032,"Lisa's House Of Beauty, 1211 N Laburnum Ave Richmond, VA 23223 ",37.5609299,-77.3735341,Lisa House of Beauty,"2179, 1229 N Laburnum Ave, Richmond, VA 23223","HJ6G+9H Richmond, Virginia",39,Beauty salon,,4.5
801071,"Lisa's House Of Beauty, 3279 Mechanicsville Tpke Richmond, VA 23223 ",37.5609299,-77.3735341,Lisa House of Beauty,"2179, 1229 N Laburnum Ave, Richmond, VA 23223","HJ6G+9H Richmond, Virginia",39,Beauty salon,,4.5
801110,"Lisbeth Beauty Salon, 5908 Columbia Pike Falls Church, VA 22041 ",38.8481693,-77.1355577,lisbeth beauty salon,"5908 Columbia Pike # 200, Falls Church, VA 22041","RVX7+7Q Bailey's Crossroads, Mason, VA",30,Beauty salon,,4.4
801124,"Lisseth Beauty Salon, 4821 Columbia Pike Arlington, VA 22204 ",38.8568432,-77.109638,Lisseth Beauty Salon,"4821 Columbia Pike, Arlington, VA 22204","VV4R+P4 Arlington, Mason, VA",5,Beauty salon,,4.2
801125,"Listranis Restaurant, 6808 Old Dominion Dr Mc Lean, VA 22101 ",38.93446,-77.178004,Listrani's,"6808 Old Dominion Dr, McLean, VA 22101","WRMC+QQ McLean, Dranesville, VA",142,Italian restaurant,$,4.5
801215,"Listrani's, 2317 Wilson Blvd Arlington, VA 22201 ",38.93446,-77.178004,Listrani's,"6808 Old Dominion Dr, McLean, VA 22101","WRMC+QQ McLean, Dranesville, VA",142,Italian restaurant,$,4.5
801305,"Lis'a House Of Beauty, 4937 Nine Mile Rd Ste C Richmond, VA 23223 ",37.5458991,-77.3655727,Lisa House of Beauty,"4937 Nine Mile Rd # C, Richmond, VA 23223","GJWM+9Q Highland Springs, Varina, VA",,,,
801306,"Lis'a House Of Beauty, 4937 Nine Mile Rd Ste C Richmond, VA 23223 ",37.5609299,-77.3735341,Lisa House of Beauty,"2179, 1229 N Laburnum Ave, Richmond, VA 23223","HJ6G+9H Richmond, Virginia",39,Beauty salon,,4.5
801345,"Little Angela's Ristorante, 10246 Staples Mill Rd Glen Allen, VA 23060 ",37.656519,-77.525214,Little Angela's Ristorante,"10246 Staples Mill Rd, Glen Allen, VA 23060","MF4F+JW Glen Allen, Virginia",211,Italian restaurant,$$,4.4
801556,"Little Apple Pastry Shop Inc, 23217 Meetinghouse Ln Aldie, VA 20105 ",38.97565,-77.643184,Little Apple Pastry Shop Inc,"23217 Meetinghouse Ln, Aldie, VA 20105","X9G4+7P Aldie, Blue Ridge, VA",23,Bakery,$$,4.7
801571,"Little Asia, 3991 Glenside Dr Henrico, VA 23228 ",37.6134293,-77.4979153,Little Asia,"3991 Glenside Dr, Richmond, VA 23228","JG72+9R Richmond, Virginia",96,Pan-Asian restaurant,,4.2
801667,"Little Caesars Pizza, 10220 Hull Street Rd Midlothian, VA 23112 ",37.4426677,-77.5859316,Little Caesars Pizza,"10220 Hull Street Rd, Midlothian, VA 23112","CCV7+3J Midlothian, VA",185,Pizza restaurant,$,3.9
801776,"Little Caesars Pizza, 12410 Gayton Rd Henrico, VA 23238 ",37.6222788,-77.6388911,Little Caesars Pizza,"12410 Gayton Rd, Richmond, VA 23238","J9C6+WC Richmond, Virginia",152,Pizza restaurant,$,3.3
801928,"Little Caesars Pizza, 13300 Midlothian Tpke Midlothian, VA 23113 ",37.5029587,-77.6449027,Little Caesars Pizza,"13300 Midlothian Turnpike, Midlothian, VA 23113","G934+52 Midlothian, VA",233,Pizza restaurant,$,3.9
802058,"Little Caesars Pizza, 13614 Hull Street Rd Midlothian, VA 23112 ",37.4096332,-77.6570964,Little Caesars Pizza,"13726 Hull Street Rd, Midlothian, VA 23112","C85V+V5 Midlothian, VA",135,Pizza restaurant,$,3.8
802066,"Little Caesars Pizza, 13726 Hull Street Rd Midlothian, VA 23112 ",37.4096332,-77.6570964,Little Caesars Pizza,"13726 Hull Street Rd, Midlothian, VA 23112","C85V+V5 Midlothian, VA",135,Pizza restaurant,$,3.8
802201,"Little Caesars Pizza, 1547 N Parham Rd Henrico, VA 23229 ",37.6046231,-77.5630062,Little Caesars Pizza,"1547 N Parham Rd, Henrico, VA 23229","JC3P+RQ Henrico, Three Chopt, VA",83,Pizza restaurant,$,3.7
802245,"Little Caesars Pizza, 4007 Mechanicsville Tpke Richmond, VA 23223 ",37.5794819,-77.3938291,Little Caesars Pizza,"4007 Mechanicsville Turnpike, Richmond, VA 23223","HJH4+QF Richmond, Virginia",501,Pizza restaurant,$,3.7
802495,"Little Caesars Pizza, 4251 John Marr Dr Annandale, VA 22003 ",38.8558106,-77.1136051,Little Caesars Pizza,"5025 Columbia Pike, Arlington, VA 22204","VV4P+8H Arlington, Mason, VA",186,Pizza restaurant,$,3.5
802586,"Little Caesars Pizza, 4719 Walmsley Blvd Richmond, VA 23234 ",37.4692376,-77.4829464,Little Caesars Pizza,"4719 Walmsley Blvd, Richmond, VA 23234","FG98+MR Richmond, Virginia",292,Pizza restaurant,$,3.9
802878,"Little Caesars Pizza, 4760 Finlay St Henrico, VA 23231 ",37.516818,-77.349396,Little Caesars Pizza,"5101 S Laburnum Ave, Richmond, VA 23231","GM82+P6 Richmond, Virginia",505,Pizza restaurant,$,3.6
803148,"Little Caesars Pizza, 5646 Brook Rd Richmond, VA 23227 ",37.6146885,-77.4577939,Little Caesars Pizza,"6040 Brook Rd, Richmond, VA 23227","JG7R+VV Richmond, Virginia",228,Pizza restaurant,$,3.6
803252,"Little Caesars Pizza, 6215 W Broad St Richmond, VA 23230 ",37.5951616,-77.5113707,Vietnam One,"6215 W Broad St # B, Richmond, VA 23230","HFWQ+3F Richmond, Virginia",496,Vietnamese restaurant,$,4.5
803748,"Little Caesars Pizza, 6493 Mechanicsville Tpke Ste C Mechanicsville, VA 23111 ",37.6131494,-77.3303263,Little Caesars Pizza,"6493 Mechanicsville Turnpike, Mechanicsville, VA 23111","JM79+7V Mechanicsville, Virginia",104,Pizza restaurant,$,3.8
803808,"Little Caesars Pizza, 7332 Staples Mill Rd Henrico, VA 23228 ",37.6158738,-77.4986737,Little Caesars Pizza,"7332 Staples Mill Rd, Richmond, VA 23228","JG82+8G Richmond, Virginia",166,Pizza restaurant,$,4.1
803882,"Little Caesars Pizza, 7340 Forest Hill Ave Richmond, VA 23225 ",37.5374953,-77.5322494,Little Caesars Pizza,"7340 Forest Hill Ave, Richmond, VA 23225","GFP9+X4 Richmond, Virginia",201,Pizza restaurant,$,4
804083,"Little Caesars Pizza, 9203 Midlothian Tpke North Chesterfield, VA 23235 ",37.4972598,-77.5693526,Little Caesars Pizza,"321 N Arch Rd, Richmond, VA 23235","FCWJ+W7 Richmond, Virginia",289,Pizza restaurant,$,3.2
804372,"Little Caesars Pizza, 9327 Midlothian Tpke Ste 1l North Chesterfield, VA 23235 ",37.4981675,-77.5709593,Little Caesars Pizza,"9327 Midlothian Turnpike # 1L, North Chesterfield, VA 23235","FCXH+7J Bon Air, Midlothian, VA",11,Business center,,4.2
804383,"Little Caesars Pizza, 9730 Gayton Rd Henrico, VA 23238 ",37.6222788,-77.6388911,Little Caesars Pizza,"12410 Gayton Rd, Richmond, VA 23238","J9C6+WC Richmond, Virginia",152,Pizza restaurant,$,3.3
804401,"Little Caesars Pizza, 99 Westhampton Way Richmond, VA 23173 ",37.5374953,-77.5322494,Little Caesars Pizza,"7340 Forest Hill Ave, Richmond, VA 23225","GFP9+X4 Richmond, Virginia",201,Pizza restaurant,$,4
804602,"Little Caesars Pizza, Woodman Rd Richmond, VA 23227 ",37.6431045,-77.4947172,Little Caesars Pizza,"9514 Woodman Rd, Richmond, VA 23228","JGV4+64 Richmond, Virginia",169,Pizza restaurant,$,3.8
804692,"Little Caesars, 381 Gateway Dr Ste 1 Winchester, VA 22603 ",39.1879599,-78.1318165,Little Caesars Pizza,"381 Gateway Dr #1, Winchester, VA 22603","5VQ9+57 Winchester, Virginia",265,Pizza Takeout,$,3.8
804824,"Little Caesars, 38 Joshua M Freeman Blvd Ranson, WV 25438 ",39.319076,-77.85195,Little Caesars Pizza,"38 Joshua M. Freeman Blvd, Ranson, WV 25438","849X+J6 Ranson, Charles Town, WV",112,Pizza Takeout,$,3.6
804891,"Little Caesars, 6040 Brook Rd Richmond, VA 23227 ",37.6146885,-77.4577939,Little Caesars Pizza,"6040 Brook Rd, Richmond, VA 23227","JG7R+VV Richmond, Virginia",228,Pizza Takeout,$,3.6
804995,"Little Caesars, 703 E Market St Leesburg, VA 20176 ",39.1059917,-77.5497407,Little Caesars Pizza,"703 E Market St, Leesburg, VA 20176","4F42+94 Leesburg, Virginia",136,Pizza Takeout,$,4.3
805064,"Little Caesar's Pizza, 6419 Chesterfield Meadows Dr Chesterfield, VA 23832 ",37.3634424,-77.4973814,Little Caesars Pizza,"11101 Iron Bridge Rd, Chester, VA 23831","9G73+92 Chester, Bermuda, VA",251,Pizza restaurant,$,3.8
805072,"VRPQ+C7 Arlington, Mason, VA",,,,5,,,,,
805073,"VQ99+RM Fairfax, Virginia",,,,3.9,,,,,
805074,"VR9F+6R Falls Church, Virginia",,,$,4,,,,,
805075,"Little Gift Shop, 7221 Jefferson Davis Hwy North Chesterfield, VA 23237 ",37.4250962,-77.4382395,Little Gift Shop,"7221 Jefferson Davis Hwy, North Chesterfield, VA 23237","CHG6+2P Bellwood, Bermuda, VA",,T-shirt store,,
805076,"Little House Green Grocery, 1227 Bellevue Ave Richmond, VA 23227 ",37.5907547,-77.4535471,Little House Green Grocery,"1227 Bellevue Ave, Richmond, VA 23227","HGRW+8H Richmond, Virginia",62,Grocery store,,4.8
805138,"Little Hunting Park Club Inc, 7000 Canterbury Ln Alexandria, VA 22307 ",38.766667,-77.07122,Little Hunting Park Club Swim and Tennis Club,"7000 Canterbury Ln, Alexandria, VA 22307","QW8H+MG Groveton, Lee, VA",39,Outdoor swimming pool,,4.5
805144,"Little Mexico Burrito Chop, 308 N Laurel St Richmond, VA 23220 ",37.5455369,-77.4588584,Little Mexico Restaurant,"1328 W Cary St, Richmond, VA 23220","GGWR+6F Richmond, Virginia",651,Mexican restaurant,$,4.3
805485,"Little Mexico, 1328 W Cary St Richmond, VA 23220 ",37.5455369,-77.4588584,Little Mexico Restaurant,"1328 W Cary St, Richmond, VA 23220","GGWR+6F Richmond, Virginia",651,Mexican restaurant,$,4.3
805826,"Little Ones Reading Resource, 7481 Huntsman Blvd Ste 725 Springfield, VA 22153 ",38.753166,-77.265946,Little Ones Reading Resource,"7481 Huntsman Blvd #725, Springfield, VA 22153","QP3M+7J Springfield, Lee, VA",,Internet marketing service,,
805827,"X9G4+F2 Aldie, Blue Ridge, VA",9,,,5,,,,,
805828,"VVF5+JW Arlington, Mason, VA",,,,4.7,,,,,
805829,"Little Saigon Restaurant, 10012 Robious Rd North Chesterfield, VA 23235 ",37.507365,-77.5791134,10012 Robious Rd,,"GC4C+W9 Bon Air, Midlothian, VA",,,,
805830,"Little Saigon Restaurant, 6218 Wilson Blvd Falls Church, VA 22044 ",38.8736537,-77.1491701,Little Saigon Restaurant,"6218 Wilson Blvd, Falls Church, VA 22044","VVF2+F8 Falls Church, Virginia",124,Vietnamese restaurant,$,4.3
805909,"Little Secret Fitness, 3500 Kensington Ave Richmond, VA 23221 ",37.5626728,-77.4833273,3500 Kensington Ave,,,,,,
805910,"Little Sheep Mongolian Hot Pot, 6799 Wilson Blvd Unit 10 Falls Church, VA 22044 ",38.8729014,-77.1540278,Little Sheep Mongolian Hot Pot,"6799 Wilson Blvd #10, Falls Church, VA 22044","VRFW+59 Falls Church, Virginia",370,Hot pot restaurant,$$,4.2
806087,"Little Szechuan Chinese Restaurant, 10234 Staples Mill Rd Glen Allen, VA 23060 ",37.6564087,-77.5251428,Little Szechuan Chinese Restaurant,"10234 Staples Mill Rd, Glen Allen, VA 23060","MF4F+HW Glen Allen, Virginia",159,Chinese restaurant,$$,4.4
806246,"Little Tokyo, 11500 Midlothian Tpke Ste 408 North Chesterfield, VA 23235 ",37.5084643,-77.6090369,LittleTokyo,"11500 Midlothian Turnpike #408, North Chesterfield, VA 23235","G95R+99 Bon Air, Midlothian, VA",11,Asian restaurant,,4.5
806255,"Little Toyko Richmond, 1420 N Parham Rd Henrico, VA 23229 ",37.6017619,-77.568022,Little Tokyo Restaurant,"1420 N Parham Rd, Richmond, VA 23229","JC2J+PQ Tuckahoe, VA",40,Japanese restaurant,,4.4
806295,"Little Viet Garden Restaurant, 6783 Wilson Blvd Falls Church, VA 22044 ",38.8737041,-77.1550452,Little Viet Garden (and Banh Ta Deli),"6783 Wilson Blvd, Falls Church, VA 22044","VRFV+FX Falls Church, Virginia",31,Vietnamese restaurant,,3.7
806322,"Live Action, 2525 Wilson Blvd Arlington, VA 22201 ",38.8903244,-77.0892949,2525 Wilson Blvd,,,,,,
806323,"Live Crawfish & Seafood, 9020 W Broad St Henrico, VA 23294 ",37.6372902,-77.5476924,"Live Crawfish & Seafood Restaurant Richmond, VA","9020 W Broad St, Richmond, VA 23294","JFP2+WW Richmond, Virginia",326,Seafood restaurant,,4.6
806341,"Live Oak Restaurant, 1603 Commonwealth Ave Alexandria, VA 22301 ",38.8202534,-77.0628451,Live Oak Restaurant,"1603 Commonwealth Ave, Alexandria, VA 22301","RWCP+4V Alexandria, Mason, VA",326,Southern restaurant (US),$$,4.3
806522,"867P+FF Harpers Ferry, WV",509,,,4.3,,,,,
806523,"Living Health Massage & Wellness Center Inc, 9409 Hull Street Rd Ste C North Chesterfield, VA 23236 ",37.4465495,-77.5691287,Living Health Massage,"9409 Hull Street Rd # C, North Chesterfield, VA 23236","CCWJ+J8 Rockwood, Clover Hill, VA",7,Massage therapist,,5
806530,"Living Well Again, 4231 Markham St Annandale, VA 22003 ",38.8324753,-77.1973265,Khan Japanese Kitchen & Bar,"4231 Markham St a, Annandale, VA 22003","RRJ3+X3 Annandale, Virginia",56,Japanese restaurant,,4.1
806557,"Liyu Salon, 3819 S George Mason Dr Falls Church, VA 22041 ",38.841078,-77.119933,Showa Beauty Studio,"3819 S George Mason Dr, Falls Church, VA 22041","RVRJ+C2 Falls Church, Virginia",13,Beauty salon,,4.3
806570,"Li's Garden, 1237 N Laburnum Ave Richmond, VA 23223 ",37.561064,-77.373631,Li's Garden,"1237 N Laburnum Ave, Richmond, VA 23223","HJ6G+CG Richmond, Virginia",177,Chinese restaurant,$,4.3
806747,"Lloyd Apartments, 800 Tennessee Ave Alexandria, VA 22305 ",38.841475,-77.073562,Lloyd Apartments,"800 Tennessee Ave, Alexandria, VA 22305","RWRG+HH Alexandria, Mason, VA",27,Apartment complex,,3.8
806768,"Lloyd's Hallmark Card Shops, Ridge Shopping Center 1523 N Parham RdRichmond 23229 Richmond, VA 23218 ",37.6037237,-77.5631022,Lloyd's Hallmark Shop,"1523 N Parham Rd Ridge Shopping Center, Henrico, VA 23229","JC3P+FQ Henrico, Three Chopt, VA",42,Gift shop,$$,4.6
806810,"LMAR Healing At Symmetry Salon & Gallery, 412 Libbie Ave #3 Richmond, VA 23226 ",37.5752256,-77.5181122,Symmetry Salon & Gallery,"2658, 412 Libbie Ave # 3, Richmond, VA 23226","HFGJ+3Q Richmond, Virginia",24,Beauty salon,,4.3
806834,"L Midatlantic Eateries Of, 1609 Village Market Blvd SE Leesburg, VA 20175 ",39.0878538,-77.5239389,Eggspectation,"1609 Village Market Blvd SE Suite 105, Leesburg, VA 20175","3FQG+4C Leesburg, Virginia",528,Brunch restaurant,$$,4.3
807131,"L M Office Retail, 4901 Libbie Mill East Blvd Richmond, VA 23230 ",37.5906296,-77.4937676,Libbie Mill Midtown,"4901 Libbie Mill E Blvd Suite 200, Richmond, VA 23230","HGR4+7F Richmond, Virginia",3,Community center,,5
807133,"Locker C, 7828 Fitzgerald Ct Henrico, VA 23228 ",37.638052,-77.533143,7828 Fitzgerald Ct,,"JFQ8+6P Laurel, Brookland, VA",,,,
807134,"Locke Store, 2049 Millwood Rd Boyce, VA 22620 ",39.0695452,-78.0379379,Locke Store,"2049 Millwood Rd, Millwood, VA 22646","3X96+RR Millwood, VA",125,General store,,4.6
807259,"Loco Crossfit, 314 South St SE Leesburg, VA 20175 ",39.1096862,-77.5590213,LoCo CrossFit,"314 South St SE A, Leesburg, VA 20175","4C5R+V9 Leesburg, Virginia",8,Gym,,5
807263,"LoCo Joe, 550 E Main St Purcellville, VA 20132 ",39.1361902,-77.70641,Happy Creek Coffee & Tea,"550-598 E Main St, Purcellville, VA 20132","47PV+FC Purcellville, Blue Ridge, VA",88,Cafe,,4.7
807317,"Lodgeworks, 11800 W Broad St Henrico, VA 23233 ",37.6554197,-77.6215283,11800 W Broad St,,"M94H+59 Short Pump, Three Chopt, VA",,,,
807318,"Loehmann's Plaza Barber Stylist, 7263 Arlington Blvd Falls Church, VA 22042 ",38.8649512,-77.196875,Loehmanns Plaza Barber Stylist,"7263 Arlington Blvd, Falls Church, VA 22042","VR73+X7 Falls Church, Virginia",25,Barber shop,,3.5
807355,"Lofiel Beauty, 100 Luna Park Dr Alexandria, VA 22305 ",38.8376072,-77.0558715,100 Luna Park Dr,,"RWQV+2M Alexandria, Mason, VA",,,,
807356,"LOFT Outlet, 241 Fort Evans Rd NE Leesburg, VA 20176 ",39.106889,-77.5384557,LOFT Outlet,"241 Fort Evans Rd NE, Leesburg, VA 20176","4F46+QJ Leesburg, Virginia",26,Women's clothing store,$$,4.4
807383,"Lofts At Canal Walk, 10 S 20th St Richmond, VA 23223 ",37.5316259,-77.4261564,The Lofts & Upper Lofts at Canal Walk,"10 S 20th St, Richmond, VA 23223","GHJF+MG Richmond, Virginia",51,Apartment building,,2.8
807426,"Lofty Salon LLC, 354 Maple Ave W Vienna, VA 22180 ",38.896468,-77.270918,Lofty Salon & Spa,"354 Maple Ave W, Vienna, VA 22180","VPWH+HJ Vienna, Hunter Mill, VA",24,Day spa,,4.5
807448,"Loft, 11500 Midlothian Tpke North Chesterfield, VA 23235 ",37.5070499,-77.6095426,LOFT,"11500 Midlothian Turnpike, Richmond, VA 23235","G94R+R5 Richmond, Virginia",43,Maternity store,$$,4
807491,"Loft, 11610 Plaza America Dr Reston, VA 20190 ",38.9520418,-77.3472637,LOFT,"11610 Plaza America Dr, Reston, VA 20190","XM23+R3 Reston, Hunter Mill, VA",33,Maternity store,$$,3.6
807517,"Loft, 11800 W Broad St Henrico, VA 23233 ",37.656523,-77.618908,LOFT,"11800 W Broad St, Henrico, VA 23233","M94J+JC Henrico, Three Chopt, VA",29,Maternity store,$$,4.5
807546,"Loft, 11924 Grand Commons Ave Fairfax, VA 22030 ",38.8580613,-77.3570951,LOFT,"11924 Grand Commons Ave, Fairfax, VA 22030","VJ5V+65 Fairfax, Virginia",36,Maternity store,$$,4.1
807563,"Loft, 1201 S Joyce St Arlington, VA 22202 ",38.863813,-77.063086,LOFT,"1201 S Joyce St, Arlington, VA 22202","VW7P+GQ Arlington, Mason, VA",21,Maternity store,$$,4.5
807574,"Loft, 1717 E Franklin St Richmond, VA 23223 ",,,,,,,,,
807575,"Loft, 1717 E Franklin St Richmond, VA 23223 ",37.5336939,-77.4264257,The Lofts at Franklin,"1806 E Franklin St, Richmond, VA 23223","GHMF+FC Richmond, Virginia",18,Apartment complex,,3.2
807593,"Loft, 21100 Dulles Town Cir Sterling, VA 20166 ",39.032833,-77.424506,LOFT,"21100 Dulles Town Cir, Dulles, VA 20166","2HMG+45 Dulles, VA",19,Maternity store,$$,4.3
807604,"Loft, 241 Fort Evans Rd NE Leesburg, VA 20176 ",39.106889,-77.5384557,LOFT Outlet,"241 Fort Evans Rd NE, Leesburg, VA 20176","4F46+QJ Leesburg, Virginia",26,Women's clothing store,$$,4.4
807630,"Loft, 2700 Clarendon Blvd Arlington, VA 22201 ",38.8874471,-77.0910751,,,,,,,
807643,"Loft, 2700 Clarendon Blvd Arlington, VA 22201 ",38.8874471,-77.0910751,LOFT,"2700 Clarendon Blvd, Arlington, VA 22201","VWP5+XH Arlington, Mason, VA",23,Maternity store,$$,3.9
807656,"Loft, 423 King St Alexandria, VA 22314 ",38.80493,-77.044482,LOFT,"423 King St, Alexandria, VA 22314","RX34+X6 Alexandria, Mason, VA",34,Maternity store,$$,4.4
807673,"Loft, 6500 Springfield Mall Springfield, VA 22150 ",38.7738663,-77.1738092,LOFT,"6500 Springfield Mall, Springfield, VA 22150","QRFG+GF Springfield, Lee, VA",32,Maternity store,$$,4.3
807680,"Loft, 6853 Springfield Mall Springfield, VA 22150 ",38.7738663,-77.1738092,LOFT,"6500 Springfield Mall, Springfield, VA 22150","QRFG+GF Springfield, Lee, VA",32,Maternity store,$$,4.3
807687,"Loft, 7974 Tysons Corner Ctr Mc Lean, VA 22102 ",38.918328,-77.222075,LOFT,"7974 Tysons Corner Center, McLean, VA 22102","WQ9H+85 McLean, Dranesville, VA",48,Maternity store,$$,4.1
807707,"Logan's Roadhouse, 2301 W Hundred Rd Chester, VA 23831 ",36.8574189,-76.2090672,Logan's Roadhouse,"1020 N Military Hwy, Norfolk, VA 23502","VQ4R+X9 Norfolk, Virginia",897,Steak house,$$,3.6
808604,"Logo Apparel, 32 Federal Way Ste 100 Charles Town, WV 25414 ",39.2921091,-77.8495738,Vital Signs Plus,"32 Federal Way, Charles Town, WV 25414","75R2+R5 Charles Town, WV",11,Sign shop,,4.6
808615,"Logos Book Store, 716 W Grace St Richmond, VA 23220 ",37.5490613,-77.4491439,716 W Grace St,,"GHX2+J8 Richmond, Virginia",,,,
808616,"Lolas farmhouse bistro, 1840 Manakin Rd Manakin Sabot, VA 23103 ",37.6680472,-77.6947222,Lola's Farmhouse Bistro,"1840 Manakin Rd, Manakin-Sabot, VA 23103","M894+64 Manakin-Sabot, 5, VA",238,American restaurant,$$,4.6
808854,"Lombardy Market, 201 N Lombardy St Richmond, VA 23220 ",37.5501033,-77.4593613,The Lombardy Market,"203 N Lombardy St, Richmond, VA 23220","HG2R+27 Richmond, Virginia",13,Convenience store,,5
808867,"London Bob Hair Design, 415 S Washington St Alexandria, VA 22314 ",38.8011692,-77.0480713,London Bob Hair Design,"415 S Washington St, Alexandria, VA 22314","RX22+FQ Alexandria, Mason, VA",22,Hair salon,,4.7
808879,"London Curry House, 191 Somervelle St Alexandria, VA 22304 ",38.808864,-77.116699,London Curry House,"4906 Brenman Park Dr, Alexandria, VA 22304","RV5M+G8 Alexandria, Mason, VA",435,Indian restaurant,$$,4.5
809176,"London Hair Design, 5803 Patterson Ave Richmond, VA 23226 ",37.5794244,-77.5148501,Elle Style Studio,"5803 Patterson Ave, Richmond, VA 23226","HFHP+Q3 Richmond, Virginia",9,Hair salon,,5
809185,"London Hair & Nails, 1320 Old Chain Bridge Rd Ste 150 Mc Lean, VA 22101 ",38.9388424,-77.1767471,London Hair & Nail Salon,"1320 Old Chain Bridge Rd # 150, McLean, VA 22101","WRQF+G8 McLean, Dranesville, VA",18,Nail salon,,4.6
809200,"London Normandy House, 1701 N Kent St Arlington, VA 22209 ",38.896214,-77.0689755,London Normandy House,"1701 N Kent St, Arlington, VA 22209","VWWJ+FC Arlington, Mason, VA",21,Apartment building,,2.4
809217,"London Park Towers Apartments, 5375 Duke St Alexandria, VA 22304 ",38.814277,-77.1245341,London Park Towers Apartments,"5375 Duke St, Alexandria, VA 22304","RV7G+P5 Alexandria, Mason, VA",37,Apartment complex,,2.2
809248,"London Skincare Specialist, 7287 Redd Rd Falls Church, VA 22043 ",38.9019032,-77.1967034,London Skincare Specialist,"7287 Redd Rd, Falls Church, VA 22043","WR23+Q8 Falls Church, Virginia",1,Beauty salon,,5
809249,"Lone Oak Tavern, 12696 Lord Fairfax Hwy Boyce, VA 22620 ",39.0819316,-78.085178,Lone Oak Tavern,"12696 Lord Fairfax Hwy, Boyce, VA 22620","3WJ7+QW Boyce, White Post, VA",212,Pub,$,4.3
809380,"Long Branch House Museum, Long Branch Farm Millwood, VA 22646 ",39.0409769,-78.0557912,Long Branch Farm,"Long Branch Ln, Boyce, VA 22620","2WRV+9M Boyce, White Post, VA",27,Wedding venue,,4.8
809407,"Longbranch Swim & Racquet Club, 9100 Burnetta Dr Annandale, VA 22003 ",38.814268,-77.26262,Long Branch Swim & Racquet Club,"9100 Burnetta Dr, Annandale, VA 22003","RP7P+PX West Springfield, Springfield, VA",9,Club,,4.8
809412,"Long Bridge Park, 475 Long Bridge Dr Arlington, VA 22202 ",38.8671948,-77.0464764,Long Bridge Park,"475 Long Bridge Drive, Arlington, VA 22202","VX83+VC Arlington, Mason, VA","1,122",Park,,4.6
809835,"11311 W Broad St, Glen Allen, VA 23060","J9XV+VP Glen Allen, Virginia","1,304",Steak house,$$,4.2,,,,
810905,"LongHorn Steakhouse, 14500 Hancock Village St Chesterfield, VA 23832 ",37.403292,-77.671367,LongHorn Steakhouse,"Hull Street 14500 Hancock Village Street, Chesterfield, VA 23832","C83H+8F Chesterfield, Dale, VA",985,Steak house,$$,4.3
