,loc_searched,lat,long,name_only,address_only,pulse_address,num_reviews,loc_type,price,avg_review
507915,"Foot Locker, 4907 Nine Mile Rd Ste A300 Richmond, VA 23223 ",37.6011551,-77.5666154,Foot Locker,"1404 N Parham Rd Space R29, Richmond, VA 23229","JC2M+F9 Richmond, Virginia",48,Shoe store,$$,3.9
507923,"GG3G+C6 Richmond, Virginia",,,,,,,,,
507924,"Foot Locker, 9200 Stony Point Pkwy Ste 158 Richmond, VA 23235 ",,,,,,,,,
507925,"Footloose Dance & Fitness, 609 E Main St Purcellville, VA 20132 ",39.1508247,-77.9804251,Footloose Dance & Gymnastics,"20 E Main St, Berryville, VA 22611","5229+8R Berryville, Virginia",1,Dance school,,5
507926,"Foot Solutions Henrico, 9320 W Broad St Henrico, VA 23294 ",37.638615,-77.5533241,Foot Solutions Henrico,"9320 W Broad St, Henrico, VA 23294","JCQW+CM Henrico, Three Chopt, VA",12,Orthopedic shoe store,,3.5
507938,"Foot Solutions, 9724 Midlothian Tpke North Chesterfield, VA 23235 ",37.638615,-77.5533241,Foot Solutions Henrico,"9320 W Broad St, Henrico, VA 23294","JCQW+CM Henrico, Three Chopt, VA",12,Orthopedic shoe store,,3.5
507950,"Forak Fysique, 9537 Courthouse Rd Vienna, VA 22181 ",38.887745,-77.275031,Forak Fysique,"9537 Courthouse Rd, Vienna, VA 22181","VPQF+3X Vienna, Hunter Mill, VA",11,Personal trainer,,5
507961,"Forbidden City Xpress, 6732 Curran St Mc Lean, VA 22101 ",38.9356437,-77.1772296,Forbidden City Express,"6732 Curran St #3803, McLean, VA 22101","WRPF+74 McLean, Dranesville, VA",40,Chinese restaurant,$,4
508001,"Forestbrooke Apartments, 5600 Charlevoix Ct Richmond, VA 23224 ",37.4985496,-77.5010078,Forestbrooke Apartments,"5600 Charlevoix Ct, Richmond, VA 23224","FFXX+CH Richmond, Virginia",8,Apartment building,,2.6
508003,"Forest Creek Apartments, 3501 Forest Haven Dr Richmond, VA 23234 ",37.46356,-77.486995,Forest Creek Apartments,"3501 Forest Haven Dr, Richmond, VA 23234","FG77+C6 Richmond, Virginia",8,Apartment building,,3.5
508005,Forest Hill Park,"4021 Forest Hill Ave, Richmond, VA 23225","GG9G+PW Richmond, Virginia",915,Park,,4.7,,,
508013,"Forest Ridge Apartments, 2665 Granite Hill Cir Richmond, VA 23225 ",37.536209,-77.5206039,,,"GFPH+FQ Richmond, Virginia",14,Apartment building,,3.4
508019,"Forever 21, 1100 S Hayes St Ste M128 Arlington, VA 22202 ",38.8636458,-77.0604077,,,,,,,
508134,"Forever 21, 1100 S Hayes St Ste M128 Arlington, VA 22202 ",38.8636458,-77.0604077,Forever 21,"1100 S Hayes St, Arlington, VA 22202","VW7Q+FR Arlington, Mason, VA",344,Clothing store,$,4
508249,"Forever 21, 11750 Fair Lakes Shopping Ctr Fairfax, VA 22033 ",38.8625283,-77.3589902,F21 XXI,"11750 Fair Oaks Mall h227, Fairfax, VA 22033","VJ7R+2C Fairfax, Virginia",144,Clothing store,$,3.9
508303,"Forever 21, 11750 Fair Lakes Shopping Ctr Fairfax, VA 22033 ",38.8636458,-77.0604077,Forever 21,"1100 S Hayes St, Arlington, VA 22202","VW7Q+FR Arlington, Mason, VA",344,Clothing store,$,4
508418,"Forever 21, 11750 Fair Oaks Mall Fairfax, VA 22033 ",38.8625283,-77.3589902,F21 XXI,"11750 Fair Oaks Mall h227, Fairfax, VA 22033","VJ7R+2C Fairfax, Virginia",144,Lingerie store,$,3.9
508472,"Forever 21, 1404 N Parham Rd Spc P118 Henrico, VA 23229 ",37.60142,-77.568312,Forever 21,"1404 N Parham Rd #1124A, Richmond, VA 23229","JC2J+HM Richmond, Virginia",330,Lingerie store,$,3.7
508802,"Forever 21, 1961 Chain Bridge Rd Mc Lean, VA 22102 ",38.9181976,-77.2210739,Forever 21,"1961 Chain Bridge Rd, McLean, VA 22102","WQ9H+7H Tysons, Providence, VA",253,Lingerie store,$,4
508891,"Forever 21, 21100 Dulles Town Cir Ste 206 Sterling, VA 20166 ",39.0331219,-77.4248791,Forever 21,"21100 Dulles Town Cir #206, Dulles, VA 20166","2HMG+62 Dulles, VA",111,Lingerie store,$,3.9
508934,"Forever 21, 6500 Springfield Mall Springfield, VA 22150 ",38.7748119,-77.1742188,Forever 21,"6531 Springfield Mall, Springfield, VA 22150","QRFG+W8 Springfield, Lee, VA",191,Lingerie store,$,3.7
509023,"Forever 21, 6531 Springfield Mall Springfield, VA 22150 ",38.7748119,-77.1742188,Forever 21,"6531 Springfield Mall, Springfield, VA 22150","QRFG+W8 Springfield, Lee, VA",191,Lingerie store,$,3.7
509112,"Forever 21, 6727 Springfield Mall Springfield, VA 22150 ",38.7748119,-77.1742188,Forever 21,"6531 Springfield Mall, Springfield, VA 22150","QRFG+W8 Springfield, Lee, VA",191,Lingerie store,$,3.7
509201,"Forever 21, 7926 Tysons Corner Ctr Mc Lean, VA 22102 ",38.9181976,-77.2210739,,,,,,,
509290,"Forever Kinky Hair Care, 12108 Bermuda Crossroad Ln Chester, VA 23831 ",37.360663,-77.4179083,12108 Bermuda Crossroad Ln,,,,,,
509291,"Forever Kinky Hair Salon, 12108 Bermuda Crossroad Ln Ste 16 Chester, VA 23831 ",37.360663,-77.4179083,12108 Bermuda Crossroad Ln #16,,,,,,
509292,"For Fitness, 1911 Barribee Ln Henrico, VA 23229 ",37.6214225,-77.5682164,1911 Barribee Ln,,,,,,
509293,"For Him or Her Spa, 7777 Leesburg Pike Ste 220S Falls Church, VA 22043 ",38.9073903,-77.2144453,,,,,,,
509294,"Formal Transportation, Po Box 18121 Richmond, VA 23226 ",37.5407246,-77.4360481,Richmond,,,,,,
509295,"JHXX+VM Mechanicsville, Virginia",,,,5,,,,,
509296,"Formula Salon, 2047 W Broad St Richmond, VA 23220 ",37.5575857,-77.4623137,Formula Salon,"2047 W Broad St, Richmond, VA 23220","HG5Q+23 Richmond, Virginia",,,,
509297,"For Posh Sake, 9502 Chamberlayne Rd Mechanicsville, VA 23116 ",37.6594261,-77.3835948,,"9502 Chamberlayne Rd Suite 32, Mechanicsville, VA 23116","MJ58+QH Mechanicsville, Virginia",35,Gift shop,,4.6
509315,"For Rent Magazine, 1710 E Parham Rd Henrico, VA 23228 ",37.5341544,-77.4271282,Real Property Management Richmond Metro,"1710 E Franklin St #100, Richmond, VA 23223","GHMF+M4 Richmond, Virginia",121,Property management company,,4.5
509323,"For Rent Magazine, 1710 E Parham Rd Henrico, VA 23228 ",37.594039,-77.509934,Great Richmond Rentals,"2000 W Club Ln, Richmond, VA 23226","HFVR+J2 Richmond, Virginia",646,Property management company,,4
509935,"Fort Belvoir Commissary, 6020 Gorgas Rd Fort Belvoir, VA 22060 ",38.7230766,-77.149719,Fort Belvoir Commissary,"6050 Gorgas Rd, Fort Belvoir, VA 22060","PVF2+64 Fort Belvoir, Mt Vernon, VA","1,176",Grocery store,,4.5
510427,"Fort Belvoir Post Exchange, 8651 John J Kingman Rd Alexandria, VA 22301 ",38.7245715,-77.1502372,Optical Center at the Exchange,"8651 John J Kingman Rd, Fort Belvoir, VA 22060","PRFX+RW Fort Belvoir, Mt Vernon, VA",6,Eye care center,,1.8
510433,"Forte Hair Studio, 10550 Warwick Ave Fairfax, VA 22030 ",38.8568185,-77.3093304,Forte Hair Studio,"10550 Warwick Ave, Fairfax, VA 22030","VM4R+P7 Fairfax, Virginia",6,Hair salon,,5
510438,"Fort Harrison Battlefield and Visitor Center, 8621 Battlefield Park Road Richmond, VA 23231 ",37.427414,-77.3728858,Richmond National Battlefield Park - Fort Harrison,"8621 Battlefield Park Rd, Henrico, VA 23231","CJGG+XR Richmond, Virginia",64,Historical landmark,,4.6
510456,"Fort Hunt Hair Design, 1900 Elkin St Ste 1 Alexandria, VA 22308 ",38.7228378,-77.0631359,Fort Hunt Hair Design,"2406, 1900 Elkin St # 1, Alexandria, VA 22308","PWFP+4P Alexandria, Mason, VA",9,Beauty salon,,4.8
510460,"Fort Hunt, 8999 Fort Hunt Rd Alexandria, VA 22308 ",38.7162058,-77.0500996!3m4!1s0x89b7af02e27166e3:0xeff7f0427e3edda8!8m2,Fort Hunt Park,"8999 Fort Hunt Rd, Alexandria, VA 22308","PW8W+3Q Fort Hunt, Mt Vernon, VA",439,Park,,4.5
510899,"Fort Myer Commissary, 523 Carpenter Rd Fort Myer, VA 22211 ",38.8692277,-77.0764128,Fort Myer Commissary,"523 Carpenter Rd Building 409, Fort Myer, VA 22211","VW9F+MC Arlington, Mason, VA",422,Grocery store,,4.5
511082,"Fort Strong Apartments, 2000 N Daniel St Arlington, VA 22201 ",38.8960853,-77.0935039,Fort Strong Apartments,"2000 N Daniel St, Arlington, VA 22201","VWW4+CH Arlington, Mason, VA",12,Apartment building,,4.3
511094,"Fortuna Restaurant, 4108 Meadowdale Blvd North Chesterfield, VA 23234 ",37.4390223,-77.4706229,4108 Meadowdale Blvd,,,,,,
511095,"Fortune Bowl Chinese Restaurant, 2461 Colony Crossing Pl Midlothian, VA 23112 ",37.4577216,-77.6550208,Fortune Bowl,"2461 Colony Crossing Pl, Midlothian, VA 23112","F85V+3X Midlothian, VA",23,Chinese restaurant,,4.5
511118,"Fortune Chinese Seafood Restaurant, 6249 Seven Corners Ctr Falls Church, VA 22044 ",38.8723932,-77.1526511,Hong Kong Pearl Seafood Restaurant,"6286 Arlington Blvd, Falls Church, VA 22044","VRCW+XW Falls Church, Virginia",978,Cantonese restaurant,$$,4.1
511936,"For You Hair Spa Inc, 15 S Carlin Springs Rd Arlington, VA 22204 ",38.8656133,-77.1282293,4U Hair & Spa,"15 S Carlin Springs Rd #1012, Arlington, VA 22204","VV8C+6P Arlington, Mason, VA",11,Hair salon,,5
511945,"For You, 12108 Fontana Run North Chesterfield, VA 23235 ",37.5217897,-77.6056834,12108 Fontana Run,,,,,,
511946,"Foschase Of Alexandria, 766 N Howard St Alexandria, VA 22304 ",38.815184,-77.109271,Foxchase Apartments,"766 N Howard St, Alexandria, VA 22304","RV8R+37 Alexandria, Mason, VA",355,Apartment rental agency,,2.7
512249,"Fossil, 11800 W Broad St Henrico, VA 23233 ",37.6561415,-77.6193835,,,,,,,
512257,"Fossil, 11800 W Broad St Henrico, VA 23233 ",37.6561415,-77.6193835,Fossil Store,"11800 W Broad St Ste. 1324, Richmond, VA 23233","M94J+F6 Richmond, Virginia",70,Watch store,$$$,4.6
512292,"Foster's Grille, 4028 Cox Rd Ste J Glen Allen, VA 23060 ",37.6479655,-77.5842397,4028 Cox Rd Ste J,,,,,,
512293,"Foundation Fitness Of Delray, 2305 Mount Vernon Ave Alexandria, VA 22301 ",38.8264142,-77.0584372,Foundation Fitness of Alexandria,"2305 Mt Vernon Ave, Alexandria, VA 22301","RWGR+HJ Alexandria, Mason, VA",65,Gym,,5
512355,"Foundation Fitness Of Fairfax, 10387 Main St Fairfax, VA 22030 ",38.8456807,-77.3051214,Foundation Fitness of Fairfax,"10387 Main Street Suite LL2, Fairfax, VA 22030","RMWV+7X Fairfax, Virginia",36,Personal trainer,,4.9
512387,"Foundation Fitness, 7232 Columbia Pike Annandale, VA 22003 ",38.8311108,-77.195141,Foundation Fitness of Annandale,"7232 Columbia Pike, Annandale, VA 22003","RRJ3+CW Annandale, Virginia",57,Personal trainer,,5
512437,"1800 Tysons Blvd, Tysons, VA 22102","WQFG+3X Tysons, Providence, VA","3,297",American restaurant,$$,4.4,,,,
513375,"Founding Farmers, 1904 Reston Metro Plz Reston, VA 20190 ",38.9488917,-77.3383807,Founding Farmers Reston Station,"1904 Reston Metro Plaza, Reston, VA 20190","WMX6+HJ Reston, Hunter Mill, VA","2,013",American restaurant,$$,4.3
514283,"Fountain Bookstore, 1312 E Cary St Richmond, VA 23219 ",37.5351976,-77.433268,Fountain Bookstore Inc,"1312 E Cary St, Richmond, VA 23219","GHP8+3M Richmond, Virginia",134,Book store,,4.8
514417,"Fountainhead Regional Park, 10875 Hampton Rd Fairfax Station, VA 22039 ",38.721063,-77.3334587,Fountainhead Regional Park,"10875 Hampton Rd, Fairfax Station, VA 22039","PMC8+CJ Fairfax Station, Springfield, VA",668,Park,,4.7
514770,"Fountains Day Spa, 422 S Washington St Alexandria, VA 22314 ",38.8009951,-77.0476437,Fountains Day Spa,"422 S Washington St, Alexandria, VA 22314","RX22+9W Alexandria, Mason, VA",83,Day spa,,4.5
514853,"Fountain Side Cafe, 2100 W Laburnum Ave Richmond, VA 23227 ",37.584545,-77.4720135,Brandywine Realty Trust,"2104 W Laburnum Ave, Richmond, VA 23227","HGMH+R5 Richmond, Virginia",,Real estate agency,,
514854,"Four Brothers Bistro & Grill Virginia, 711 N Lombardy St Richmond, VA 23220 ",37.5546424,-77.4554362,Four Brothers Bistro & Grill Virginia,"711 N Lombardy St A, Richmond, VA 23220","HG3V+VR Richmond, Virginia",250,Bistro,,4.3
515092,"4700 S Laburnum Ave, Richmond, VA 23231","GJFW+P8 Richmond, Virginia",752,,3-star hotel,4,,,,
515312,"9901 Midlothian Turnpike, Richmond, VA 23235","GC3C+F8 Richmond, Virginia",883,,3-star hotel,4.1,,,,
516042,"Four Seasons Cafe, 5960 Kingstowne Towne Ctr Alexandria, VA 22315 ",38.7706389,-77.1409685,Four Seasons Cafe,"5960 Kingstowne Center #110, Alexandria, VA 22315","QVC5+7J Alexandria, Mason, VA",85,Chinese restaurant,$$,3.7
516101,"Four Seasons Nail, 9817 Chester Rd Chester, VA 23831 ",37.3840646,-77.4507426,Four Seasons Nail,"9817 Chester Rd, Chester, VA 23831","9GMX+JP Chester, Bermuda, VA",96,Nail salon,,3.9
516161,"Four Seasons Nail & Spa, 2916 Chain Bridge Rd Oakton, VA 22124 ",38.8831732,-77.2991658,Four Seasons Nail & Spa,"2916 Chain Bridge Rd, Oakton, VA 22124","VPM2+78 Oakton, Providence, VA",13,Nail salon,,2.2
516171,"Four Seasons, 1201 Herndon Pkwy Herndon, VA 20170 ",38.9664244,-77.4043126,Four Seasons,"1201 Herndon Pkwy, Herndon, VA 20170","XH8W+H7 Herndon, Dranesville, VA",13,Swim club,,3.6
516176,"2800 Pennsylvania Ave NW, Washington, DC 20007","WW3V+V4 Washington, District of Columbia","1,404",,5-star hotel,4.7,,,,
516686,"Four Seasons-Historic VA, 16200 Four Seasons Dr Dumfries, VA 22025 ",38.594991,-77.3266809,Four Seasons at Historic Virginia,"16400 Four Seasons Dr, Dumfries, VA 22025","HMVF+X8 Montclair, Dumfries, VA",34,Country club,,4.8
516720,"Four Sisters Grill, 3035 Clarendon Blvd Arlington, VA 22201 ",38.8873461,-77.094497,Four Sisters Grill,"3035 Clarendon Blvd, Arlington, VA 22201","VWP4+W6 Arlington, Mason, VA",332,Vietnamese restaurant,$,4.4
517258,"Four Sisters Restaurant, 8190 Strawberry Ln Ste 1 Falls Church, VA 22042 ",38.8725151,-77.2282459,Four Sisters Restaurant,"8190 Strawberry Ln #1, Falls Church, VA 22042","VQFC+2P Merrifield, Providence, VA",986,Vietnamese restaurant,$$,4.4
517801,"Four Twenty Five Nail Bar and Pedi Lounge Inc, 425 W Broad St Richmond, VA 23220 ",37.548006,-77.4463901,425 Nail Bar & Pedi Lounge,"425 W Broad St, Richmond, VA 23220","GHX3+6C Richmond, Virginia",83,Nail salon,,4.4
517884,"Four Winds At Oakton, 3170 Summit Square Dr Oakton, VA 22124 ",38.8718492,-77.299724,Four Winds At Oakton,"3176 Summit Square Dr, Oakton, VA 22124","VPC2+P4 Oakton, Providence, VA",7,Apartment complex,,4
517887,"Fox and Hound, 7502 W Broad St Henrico, VA 23294 ",37.6177902,-77.522624,Jay's Sports Lounge,"7502 W Broad St, Richmond, VA 23294","JF9G+4X Dumbarton, Brookland, VA",,Sports bar,,
517888,"Fox Brian, 1365 Overbrook Rd Richmond, VA 23220 ",37.5637448,-77.4550633,1365 Overbrook Rd,,"HG7V+FX Richmond, Virginia",,,,
517889,"Foxchase Apartment Homes, 2400 Milhaven Dr Henrico, VA 23238 ",37.6186441,-77.6412406,,,,,,,
517897,"Foxchase Apartment Homes, 2400 Milhaven Dr Henrico, VA 23238 ",37.6186441,-77.6412406,Foxchase/Brandywine Apartments,"2400 Milhaven Dr Suite A, Richmond, VA 23238","J995+FG Richmond, Virginia",81,Apartment complex,,2.9
517978,"Foxchase Apartments, 320 N Jordan St Alexandria, VA 22304 ",38.815184,-77.109271,Foxchase Apartments,"766 N Howard St, Alexandria, VA 22304","RV8R+37 Alexandria, Mason, VA",355,Apartment rental agency,,2.7
518281,"Fox Chase Business Center, 320 N Jordan St Alexandria, VA 22304 ",38.8151724,-77.1093069,Fox Chase Business Center,"320 N Jordan St, Alexandria, VA 22304","RV8R+37 Alexandria, Mason, VA",1,Business center,,3
518282,"Foxchase Of Alexandria, 4409 Duke St Alexandria, VA 22304 ",38.812433,-77.1074757,Foxchase of Alexandria,,"RV6V+X2 Alexandria, Mason, VA",,,,
518283,"Fox Chase of America, 1910 N Vance St Arlington, VA 22201 ",38.815184,-77.109271,Foxchase Apartments,"766 N Howard St, Alexandria, VA 22304","RV8R+37 Alexandria, Mason, VA",355,Apartment rental agency,,2.7
518301,"Fox Chase of America, 4424 Taney Ave Alexandria, VA 22304 ",38.815348,-77.107402,Fox Chase of America,,"RV8V+42 Alexandria, Mason, VA",,,,
518302,"Fox Chase Of America, 4520 Taney Ave Alexandria, VA 22304 ",38.8154187,-77.1092784,Fox Chase of America,"4520 Taney Ave, Alexandria, VA 22304","RV8R+57 Alexandria, Mason, VA",,Real estate agency,,
518303,"Fox Chase Of America, 513 N Howard St Alexandria, VA 22304 ",38.8169317,-77.1095765,Fox Chase of America,"513 N Howard St, Alexandria, VA 22304","RV8R+Q5 Alexandria, Mason, VA",,Apartment building,,
518304,"Fox Chase Of America, 710 N Saint Asaph St Alexandria, VA 22314 ",38.815184,-77.109271,Foxchase Apartments,"766 N Howard St, Alexandria, VA 22304","RV8R+37 Alexandria, Mason, VA",355,Apartment rental agency,,2.7
518607,"Foxfire Grill, 6550 Little River Tpke Alexandria, VA 22312 ",38.8234365,-77.1615847,,,,,,,
518608,"Foxfire, 107 St Louis Rd Middleburg, VA 20117 ",39.0207668,-77.7744926,St Louis Rd,,,,,,
518609,"Fox Meadow Winery, 3310 Freezeland Rd Linden, VA 22642 ",38.935282,-78.047744,Fox Meadow Winery LLC,"3310 Freezeland Rd, Linden, VA 22642","WXP2+4W Linden, Happy Creek, VA",59,Winery,,4.6
518668,"Fox Rest Apartments, 7600 Fernwood St Ofc 4121 Henrico, VA 23228 ",37.618186,-77.5074848,Fox Rest Apartments,"7515 Foxhall Ln, Richmond, VA 23228","JF9V+72 Richmond, Virginia",29,Apartment complex,,2.4
518676,"Foxwood Apartments, 5000 Snead Rd Richmond, VA 23224 ",37.477415,-77.48657,Foxwood Apartments,"5000 Snead Rd, Richmond, VA 23224","FGG7+X9 Richmond, Virginia",7,Apartment building,,1.7
518681,"Foxy Nails, 15813 City View Dr Midlothian, VA 23113 ",37.513763,-77.698817,Foxy Nails,"15813 City View Dr, Midlothian, VA 23113","G872+GF Midlothian, VA",42,Nail salon,,3.3
518723,"Fox's Pizza Den, 5646 Brook Rd Richmond, VA 23227 ",37.6107192,-77.4596721,Fox's Pizza Den,"5646 Brook Rd, Richmond, VA 23227","JG6R+74 Richmond, Virginia",110,Pizza restaurant,$,3.5
518799,"Fox's Pizza Den, 616 E Main St Berryville, VA 22611 ",39.1473285,-77.9709833,Fox's Pizza Den,"616 E Main St, Berryville, VA 22611","42WH+WJ Berryville, Virginia",77,Pizza restaurant,$,3.9
518839,"Fractured Prune Doughnuts, 1604 Village Market Blvd SE Leesburg, VA 20175 ",39.0896175,-77.5243701,Village at Leesburg,"1602 Village Market Blvd SE Suite 215, Leesburg, VA 20175","3FQG+R7 Leesburg, Virginia","1,486",Shopping mall,,4.4
519357,"Francesca's Collections, 11750 Fair Lakes Shopping Ctr Fairfax, VA 22033 ",38.862825,-77.3591288,francesca's,"11750 Fair Oaks Mall H-221, Fairfax, VA 22033","VJ7R+48 Fairfax, Virginia",9,Boutique,,4.1
519362,"Francesca's, 11500 Midlothian Tpke Ste 258 North Chesterfield, VA 23235 ",37.5070521,-77.6092798,,,,,,,
519367,"Francesca's, 11500 Midlothian Tpke Ste 258 North Chesterfield, VA 23235 ",37.5070521,-77.6092798,francesca's,"11500 Midlothian Turnpike #258, Richmond, VA 23235","G94R+R7 Richmond, Virginia",14,Boutique,,3.8
519372,"Francesca's, 11800 W Broad St Ste 1044 Henrico, VA 23233 ",37.6562182,-77.6194405,,,,,Boutique,,3.9
519384,"Francesca's, 11800 W Broad St Ste 1044 Henrico, VA 23233 ",37.6562182,-77.6194405,francesca's,"11800 W Broad St #1044, Richmond, VA 23233","M94J+F6 Richmond, Virginia",12,Boutique,,3.9
519396,"Francesca's, 11936 Market St Reston, VA 20190 ",38.9588652,-77.3580294,francesca's,"11936 Market St, Reston, VA 20190","XJ5R+GQ Reston, Hunter Mill, VA",3,Boutique,,2.3
519399,"Francesca's, 2910 District Ave Fairfax, VA 22031 ",38.871549,-77.2303462,francesca's,"2920 District Ave #143, Fairfax, VA 22031","VQC9+JV Fairfax, Virginia",8,Boutique,,4.6
519401,"Francesca's, 2910 Northern Virginia District Merrifield, VA 22081 ",38.871549,-77.2303462,francesca's,"2920 District Ave #143, Fairfax, VA 22031","VQC9+JV Fairfax, Virginia",8,Boutique,,4.6
519403,"Frances Kahn, 6229 River Rd Henrico, VA 23229 ",37.5684325,-77.5377819,Frances Kahn,"6229 River Rd, Henrico, VA 23229","HF96+9V Henrico, Three Chopt, VA",1,Women's clothing store,,5
519404,"Franconia Pizza, 6112 Franconia Rd Ste B Alexandria, VA 22310 ",38.7822653,-77.147436,Franconia Pizza,"6112 Franconia Rd, Alexandria, VA 22310","QVJ3+W2 Alexandria, Mason, VA",240,Pizza restaurant,$,4.5
519571,"Franco Pizza Inc, 10166 W Broad St Glen Allen, VA 23060 ",37.6462227,-77.5744263,Chanello's Pizza - Glen Allen,"10166 W Broad St, Glen Allen, VA 23060","JCWG+F6 Glen Allen, Virginia",82,Pizza delivery,$,4.1
519589,,,23,Men's clothing store,,4.5,,,,
519597,"Franco's Fine Clothier, 11800 W Broad St Ste 1168 Henrico, VA 23233 ",37.655765,-77.617956,Franco's Fine Clothier - Short Pump Town Center,"11800 W Broad St #1168, Henrico, VA 23233","M94J+8R Henrico, Three Chopt, VA",23,Men's clothing store,,4.5
519611,"Franco's Fine Clothier, 5321 Lakeside Ave Henrico, VA 23228 ",37.602063,-77.466686,Franco's Fine Clothier,"5321 Lakeside Ave, Richmond, VA 23228","JG2M+R8 Richmond, Virginia",35,Men's clothing store,,4.5
519646,"Franco's Fine Clothier, Glen Allen VA 23058 Glen Allen, VA 23058 ",37.655765,-77.617956,Franco's Fine Clothier - Short Pump Town Center,"11800 W Broad St #1168, Henrico, VA 23233","M94J+8R Henrico, Three Chopt, VA",23,Men's clothing store,,4.5
519669,"Franco's Italian Restaurant, 7225 Bell Creek Rd Mechanicsville, VA 23111 ",37.59971,-77.3500271,Franco's Italian Restaurant,"7225 Bell Creek Rd, Mechanicsville, VA 23111","HJXX+VX Mechanicsville, Virginia",180,Italian restaurant,$,4.5
519849,"Franco's Italian Restaurant, 9010 Staples Mill Rd Henrico, VA 23228 ",37.6376862,-77.5158036,Franco's Italian Restaurant,"9010 Staples Mill Rd, Henrico, VA 23228","JFQM+3M Henrico, Three Chopt, VA",307,Italian restaurant,$$,4.1
520156,"Franco's, 5039 Backlick Rd Annandale, VA 22003 ",38.81458,-77.184264,"Ceiba Group, Inc.","5039 Backlick Rd, Annandale, VA 22003","RR78+R7 Annandale, Virginia",3,Home insurance agency,,5
520159,"Franklin Inn, 800 N Cleveland St Richmond, VA 23221 ",37.5629922,-77.4768284,The Franklin Inn,"800 N, Cleveland St, Richmond, VA 23221","HG7F+57 Richmond, Virginia",203,American restaurant,$$,4.6
