MLS #,Cat,Status,Address,City,County,Zip,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1002839826,RES,CLS,101 Carolina Ave SE #109,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,3/20/14,Washington Fine Properties (WFP9),"$275,000 "
1002839934,RES,CLS,1621 East Capitol St SE #1,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,6/6/14,Coldwell Banker Residential Brokerage (CBRB52),"$335,000 "
1002840612,RES,CLS,347 Kentucky Ave SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,5/29/14,"Envision Realty, LLC (ENVI1)","$769,900 "
1002845152,RES,CLS,407 Kentucky Ave SE,Washington,"Washington, DC",20003,3,Jan-00,Row/Townhouse,2/28/14,"Long & Foster Real Estate, Inc. (LNG54)","$516,000 "
1002845546,RES,CLS,414 Seward Sq SE #202,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,3/21/14,Coldwell Banker Residential Brokerage (CBRB52),"$310,000 "
1002845566,RES,CLS,158 12th St SE,Washington,"Washington, DC",20003,4,1-Feb,Row/Townhouse,3/31/14,Coldwell Banker Residential Brokerage (CBRB52),"$950,000 "
1002845808,RES,CLS,328 12th St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,4/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$900,000 "
1002845996,RES,CLS,1420 Potomac Ave SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,3/13/14,"McEnearney Associates, Inc. (MCE7)","$740,000 "
1002847376,RES,CLS,239 16th St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,3/19/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$730,000 "
1002848354,RES,CLS,505 Kentucky Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,3/31/14,Coldwell Banker Residential Brokerage (CBRB52),"$640,000 "
1002849976,RES,CLS,146 13th St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,7/18/14,Coldwell Banker Residential Brokerage (CBRB52),"$1,250,000 "
1002852988,RES,CLS,245 15th St SE #103,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,4/4/14,RE/MAX Allegiance (RMAX20),"$529,000 "
1002853600,RES,CLS,1836 Independence Ave SE #2,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,5/2/14,Redfin Corp (REFC3),"$325,000 "
1002853980,RES,CLS,505 15th St SE,Washington,"Washington, DC",20003,3,1-Jan,Row/Townhouse,4/15/14,RE/MAX Allegiance (RMAX20),"$723,500 "
1002854380,RES,CLS,318 11th St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,3/28/14,Coldwell Banker Residential Brokerage (CBRB52),"$600,000 "
1002855440,RES,CLS,105 6th St SE #210,Washington,"Washington, DC",20003,0,Jan-00,Unit/Flat/Apartment,6/11/14,"Long & Foster Real Estate, Inc. (LNG54)","$229,000 "
1002857030,RES,CLS,1523 Capitol St SE,Washington,"Washington, DC",20003,4,1-Feb,Row/Townhouse,4/15/14,"Slate Properties, LLC (SLTP1)","$745,876 "
1002858228,RES,CLS,201 13th St SE,Washington,"Washington, DC",20003,2,Feb-00,Twin/Semi-Detached,4/30/14,Keller Williams Capital Properties (KWCP1),"$570,000 "
1002859330,RES,CLS,1025 1st St SE #314,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,4/2/14,Stages Premier (SRMD1),"$440,000 "
1002863190,RES,CLS,1391 Pennsylvania Ave SE #365,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,5/1/14,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$422,000 "
1002863714,RES,CLS,1102 C St SE,Washington,"Washington, DC",20003,2,Jan-00,End of Row/Townhouse,4/1/14,Coldwell Banker Residential Brokerage (CBRB45),"$555,000 "
1002864946,RES,CLS,1000 New Jersey Ave SE #624,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,4/18/14,Century 21 New Millennium (CENT2007),"$325,000 "
1002865114,RES,CLS,718 9th St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,4/11/14,"Long & Foster Real Estate, Inc. (LNG44)","$685,000 "
1002865752,RES,CLS,1391 Pennsylvania Ave SE #Mo4,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,4/10/14,RE/MAX Allegiance (RMAX20),"$368,000 "
1002867468,RES,CLS,1338 K St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,4/3/14,Coldwell Banker Residential Brokerage (CBRB106),"$779,900 "
1002868750,RES,CLS,911 C St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,4/18/14,"ANR Realty, LLC (ANRR1)","$649,900 "
1002869810,RES,CLS,752 9th St SE #201,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,4/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$471,500 "
1002874344,RES,CLS,717 North Carolina Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Twin/Semi-Detached,5/9/14,TTR Sotheby's International Realty (TTRS2),"$1,195,000 "
1002878390,RES,CLS,115 D St SE #109,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,4/15/14,Coldwell Banker Residential Brokerage (CBRB106),"$374,500 "
1002879408,RES,CLS,1733 D St SE,Washington,"Washington, DC",20003,3,1-Mar,End of Row/Townhouse,4/8/14,Keller Williams Capital Properties (KWCP1),"$775,000 "
1002880688,RES,CLS,1436 East Capitol St NE #1436,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,4/17/14,Coldwell Banker Residential Brokerage (CBRB106),"$410,000 "
1002881406,RES,CLS,1391 Pennsylvania Ave SE #531,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,4/25/14,Compass (LNRE1),"$460,000 "
1002881430,RES,CLS,1606 G St SE,Washington,"Washington, DC",20003,3,Feb-00,Twin/Semi-Detached,5/6/14,RE/MAX Specialists (RMSP1),"$692,500 "
1002881630,RES,CLS,205 6th St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,4/29/14,Coldwell Banker Residential Brokerage (CBRB52),"$780,000 "
1002883080,RES,CLS,324 16th St SE,Washington,"Washington, DC",20003,3,1-Mar,Twin/Semi-Detached,4/29/14,"Envision Realty, LLC (ENVI1)","$752,000 "
1002883226,RES,CLS,17 19th St SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,4/17/14,Keller Williams Capital Properties (KWCP1),"$528,000 "
1002883268,RES,CLS,1505 K St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,4/17/14,Coldwell Banker Residential Brokerage (CBRB52),"$503,000 "
1002883284,RES,CLS,1391 Pennsylvania Ave SE #412,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,5/5/14,"Long & Foster Real Estate, Inc. (LNG84)","$349,800 "
1002884736,RES,CLS,1805 A St SE,Washington,"Washington, DC",20003,3,Jan-00,Row/Townhouse,4/11/14,"Long & Foster Real Estate, Inc. (LNG1)","$332,500 "
1002885684,RES,CLS,1000 New Jersey Ave SE #404,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,5/28/14,Century 21 New Millennium (CENT2032),"$340,000 "
1002886500,RES,CLS,1745 D St SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,4/4/14,Keller Williams Capital Properties (KWCP1),"$775,000 "
1002886946,RES,CLS,1717 Independence Ave SE,Washington,"Washington, DC",20003,3,Feb-00,End of Row/Townhouse,4/17/14,Keller Williams Preferred Properties (KWPP1),"$480,000 "
1002889040,RES,CLS,16 14th St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,4/25/14,Coldwell Banker Residential Brokerage (CBRB52),"$572,000 "
1002889198,RES,CLS,1631 Potomac Ave SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,5/30/14,Keller Williams Capital Properties (KWCP1),"$550,000 "
1002889298,RES,CLS,1391 Pennsylvania Ave SE #445,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,4/10/14,Keller Williams Capital Properties (KWCP1),"$515,000 "
1002889436,RES,CLS,322 Kentucky Ave SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,4/22/14,Coldwell Banker Residential Brokerage (CBRB52),"$644,000 "
1002891192,RES,CLS,410 Kentucky Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,5/9/14,RE/MAX Allegiance (RMAX20),"$730,000 "
1002891344,RES,CLS,1000 New Jersey Ave SE #808,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,5/22/14,Keller Williams Capital Properties (KWCP2),"$352,500 "
1002891686,RES,CLS,245 15th St SE #401,Washington,"Washington, DC",20003,2,1-Feb,Unit/Flat/Apartment,3/20/14,RE/MAX Allegiance (RMAX20),"$750,000 "
1002891962,RES,CLS,532 5th St SE,Washington,"Washington, DC",20003,3,1-Jan,Row/Townhouse,4/30/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$758,700 "
1002892366,RES,CLS,404 10th St SE,Washington,"Washington, DC",20003,2,1-Feb,Row/Townhouse,5/9/14,RLAH Real Estate (RLAH1),"$850,000 "
1002893074,RES,CLS,208 5th St SE,Washington,"Washington, DC",20003,4,1-Mar,Twin/Semi-Detached,4/22/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$1,299,500 "
1002899234,RES,CLS,1315 Independence Ave SE #5,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,5/7/14,"Long & Foster Real Estate, Inc. (LNG1)","$635,000 "
1002902900,RES,CLS,730 6th St SE,Washington,"Washington, DC",20003,3,1-Jan,End of Row/Townhouse,5/30/14,"Long & Foster Real Estate, Inc. (LNG97)","$740,000 "
1002904526,RES,CLS,536 11th St SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,4/30/14,Keller Williams Capital Properties (KWCP1),"$799,000 "
1002905422,RES,CLS,1524 Independence Ave SE #B0-1,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,6/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$379,000 "
1002907594,RES,CLS,920 14th St SE,Washington,"Washington, DC",20003,3,Jan-00,Row/Townhouse,5/15/14,Exit Landmark Realty (ELMR2),"$563,713 "
1002912148,RES,CLS,1525 K St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,4/30/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$529,500 "
1002912262,RES,CLS,1351 G St SE,Washington,"Washington, DC",20003,3,1-Jan,Twin/Semi-Detached,5/8/14,Coldwell Banker Residential Brokerage (CBRB106),"$751,488 "
1002913116,RES,CLS,110 10th St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,5/9/14,Coldwell Banker Residential Brokerage (CBRB52),"$692,000 "
1002917066,RES,CLS,649 C St SE #302,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,5/5/14,Coldwell Banker Residential Brokerage (CBRB52),"$455,000 "
1002917670,RES,CLS,403 Kentucky Ave SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,5/2/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$618,000 "
1002917680,RES,CLS,30 9th St SE,Washington,"Washington, DC",20003,2,Feb-00,Twin/Semi-Detached,5/2/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$675,000 "
1002918750,RES,CLS,1010 13th St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,4/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$592,500 "
1002919082,RES,CLS,1107 D St SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,4/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$889,500 "
1002919200,RES,CLS,1025 1st St SE #415,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,5/1/14,Keller Williams Capital Properties (KWCP2),"$564,900 "
1002924914,RES,CLS,437 2nd St SE #2-B,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,5/16/14,TTR Sotheby's International Realty (TTRS4),"$405,000 "
1002926416,RES,CLS,1000 New Jersey Ave SE #302,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,5/8/14,Coldwell Banker Residential Brokerage (CBRB106),"$400,000 "
1002927530,RES,CLS,430 15th St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,7/3/14,"Long & Foster Real Estate, Inc. (LNG196)","$617,000 "
1002928734,RES,CLS,315 E St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,6/12/14,RLAH Real Estate (RLAH1),"$840,000 "
1002930312,RES,CLS,1640 Independence Ave SE,Washington,"Washington, DC",20003,3,1-Jan,End of Row/Townhouse,5/16/14,"Capitol Asset, LLC (CPIA1)","$603,000 "
1002930970,RES,CLS,410 E St SE,Washington,"Washington, DC",20003,4,1-Mar,Twin/Semi-Detached,6/9/14,"John C. Formant Real Estate, Inc. (JCF1)","$1,540,000 "
1002932434,RES,CLS,453 1st St SE,Washington,"Washington, DC",20003,3,1-Feb,End of Row/Townhouse,5/15/14,Coldwell Banker Residential Brokerage (CBRB52),"$851,500 "
1002932620,RES,CLS,1340 K St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,4/29/14,Century 21 New Millennium (CENT2032),"$460,000 "
1002933562,RES,CLS,1435 A St SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,5/23/14,Keller Williams Capital Properties (KWCP1),"$747,500 "
1002933818,RES,CLS,1533 A St SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,5/20/14,Coldwell Banker Residential Brokerage (CBRB52),"$605,000 "
1002941770,RES,CLS,243 17th St SE,Washington,"Washington, DC",20003,2,1-Feb,Row/Townhouse,6/6/14,RE/MAX Allegiance (RMAX20),"$665,000 "
1002942558,RES,CLS,1391 Pennsylvania Ave SE #403,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,5/27/14,"Long & Foster Real Estate, Inc. (LNG1)","$515,000 "
1002942688,RES,CLS,425 15th St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,5/30/14,"Long & Foster Real Estate, Inc. (LNG183)","$761,500 "
1002946612,RES,CLS,1333 Independence Ct SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,7/3/14,"Long & Foster Real Estate, Inc. (LNG194)","$960,000 "
1002948186,RES,CLS,115 D St SE #107,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,5/7/14,RE/MAX Allegiance (RMAX17),"$401,999 "
1002949136,RES,CLS,308 East Capitol St NE #11,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,5/23/14,Arbour Realty (ARBR1),"$467,900 "
1002951070,RES,CLS,1011 East Capitol St SE,Washington,"Washington, DC",20003,2,Jan-00,Twin/Semi-Detached,7/23/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$710,000 "
1002953884,RES,CLS,1306 Pennsylvania Ave SE #501,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,6/20/14,DC Living Real Estate LLC (DCLR1),"$655,000 "
1002954706,RES,CLS,419 L St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,7/17/14,Dwell Residential Brokerage (DRB1),"$900,000 "
1002954966,RES,CLS,1441 D St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,7/3/14,CityDwellers LLC (CDL1),"$571,000 "
1002957068,RES,CLS,303 17th St SE,Washington,"Washington, DC",20003,2,1-Feb,Row/Townhouse,5/14/14,Coldwell Banker Residential Brokerage (CBRB52),"$555,000 "
1002957210,RES,CLS,903 12th St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,6/11/14,RLAH Real Estate (RLAH1),"$564,000 "
1002957502,RES,CLS,1000 New Jersey Ave SE #929,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,6/13/14,Coldwell Banker Residential Brokerage (CBRB106),"$327,258 "
1002957660,RES,CLS,1004 D St SE,Washington,"Washington, DC",20003,4,1-Mar,Twin/Semi-Detached,5/1/14,Coldwell Banker Residential Brokerage (CBRB45),"$1,141,000 "
1002958608,RES,CLS,230 12th St SE,Washington,"Washington, DC",20003,4,Mar-00,Row/Townhouse,6/30/14,RE/MAX Allegiance (RMAX20),"$941,500 "
1002959320,RES,CLS,1356 South Carolina Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,5/14/14,Keller Williams Capital Properties (KWCP1),"$870,000 "
1002960814,RES,CLS,1712 E St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,6/4/14,Mercedes Realty (MERE1),"$550,000 "
1002961060,RES,CLS,1208 G St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,6/13/14,Coldwell Banker Residential Brokerage (CBRB52),"$504,000 "
1002962002,RES,CLS,420 16th St SE #202,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,6/18/14,"Slate Properties, LLC (SLTP1)","$390,000 "
1002962390,RES,CLS,904 13th St SE,Washington,"Washington, DC",20003,2,1-Jan,End of Row/Townhouse,7/25/14,RE/MAX Allegiance (RMAX52),"$479,000 "
1002962600,RES,CLS,1000 New Jersey Ave SE #917,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,8/1/14,RE/MAX Allegiance (RMAX127),"$330,000 "
1002962644,RES,CLS,101 North Carolina Ave SE #207,Washington,"Washington, DC",20003,0,Jan-00,Unit/Flat/Apartment,6/30/14,"Ramsbury Real Estate, LLC (RREL1)","$235,000 "
1002963574,RES,CLS,103 11th St SE #A1,Washington,"Washington, DC",20003,2,1-Feb,Twin/Semi-Detached,7/10/14,Continental Real Estate Group (OCON02),"$819,000 "
1002964570,RES,CLS,120 5th St SE,Washington,"Washington, DC",20003,3,1-Mar,Twin/Semi-Detached,6/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$958,000 "
1002966420,RES,CLS,335 17th St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,5/29/14,Coldwell Banker Residential Brokerage (CBRB52),"$510,000 "
1002966662,RES,CLS,1000 New Jersey Ave SE #824,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,6/20/14,Century 21 New Millennium (CENT2032),"$314,000 "
1002966884,RES,CLS,1000 New Jersey Ave SE #802,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,7/8/14,"McEnearney Associates, Inc. (MCE6)","$380,000 "
1002967326,RES,CLS,1632 E St SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,6/13/14,Keller Williams Capital Properties (KWCP1),"$599,000 "
1002968428,RES,CLS,1000 New Jersey Ave SE #224,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,6/20/14,Century 21 New Millennium (CENT2007),"$349,900 "
1002969782,RES,CLS,1708 A St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,6/6/14,Coldwell Banker Residential Brokerage (CBRB45),"$670,000 "
1002972072,RES,CLS,1020 Pennsylvania Ave SE #604,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,6/6/14,Compass (LNRE1),"$375,000 "
1002980286,RES,CLS,1000 New Jersey Ave SE #1114,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,6/17/14,Coldwell Banker Residential Brokerage (CBRB53),"$339,900 "
1002980772,RES,CLS,725 5th St SE #1001,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,6/2/14,Coldwell Banker Residential Brokerage (CBRB52),"$575,000 "
1002984090,RES,CLS,752 9th St SE #302,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,6/12/14,Coldwell Banker Residential Brokerage (CBRB52),"$482,000 "
1002985254,RES,CLS,1716 Bay St SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,5/29/14,RE/MAX Allegiance (RMAX20),"$755,000 "
1002985828,RES,CLS,284 15th St SE #302,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,6/16/14,Keller Williams Capital Properties (KWCP1),"$490,000 "
1002988186,RES,CLS,15 19th St SE,Washington,"Washington, DC",20003,3,Mar-00,Twin/Semi-Detached,6/16/14,Keller Williams Capital Properties (KWCP1),"$536,000 "
1002994522,RES,CLS,336 15th St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,4/30/14,Keller Williams Capital Properties (KWCP1),"$550,000 "
1002997112,RES,CLS,809 E St SE,Washington,"Washington, DC",20003,2,Feb-00,Twin/Semi-Detached,7/3/14,Coldwell Banker Residential Brokerage (CBRB52),"$730,000 "
