MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip
DCDC426762,RES,CLS,2008 16th St NW #2,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/11/2019,Keller Williams Capital Properties (KWCP5),244000,20009
DCDC426122,RES,CLS,2611 Adams Mill Rd NW #303,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/11/2019,Senate Realty (SENR1),355000,20009
DCDC426524,RES,CLS,1459 Harvard St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/21/2019,"Long & Foster Real Estate, Inc. (LNG42)",648000,20009
DCDC426498,RES,CLS,1135 Fairmont St NW #3,Washington,"Washington, DC",2,2,Row/Townhouse,6/14/2019,Compass (COMPS2),815000,20009
DCDC426258,RES,CLS,1801 16th St NW #502,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/31/2019,"Washington Fine Properties, LLC (WFP1)",379000,20009
DCDC426556,RES,CLS,1935 12th St NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/8/2019,Washington Fine Properties (WFP9),1025000,20009
DCDC426230,RES,CLS,1418 W St NW #102,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/31/2019,Century 21 Redwood Realty (RDWG2),389999,20009
DCDC426360,RES,CLS,1750 Harvard St NW #5A,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/28/2019,Compass (COMPS6),550000,20009
DCDC426438,RES,CLS,1307 Clifton St NW #44,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/8/2019,Compass (COMPS1),460000,20009
DCDC426342,RES,CLS,1820 Clydesdale Pl NW #109,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,6/17/2019,Compass (COMPS2),185000,20009
DCDC425886,RES,CLS,1615 Q St NW #1005,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/21/2019,"RE/MAX Gateway, LLC (RMAX154)",210000,20009
DCDC422840,RES,CLS,1749 Harvard St NW,Washington,"Washington, DC",2,2,Row/Townhouse,6/28/2019,TTR Sotheby's International Realty (TTRS4),915000,20009
DCDC426028,RES,CLS,1860 Clydesdale Pl NW #101,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/11/2019,Compass (COMPS1),347000,20009
DCDC426078,RES,CLS,1323 Clifton St NW #2,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,Compass (COMPS1),425000,20009
DCDC425836,RES,CLS,1108 Columbia Rd NW #204,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,6/28/2019,Compass (COMPS2),312500,20009
DCDC425680,RES,CLS,1308 Belmont St NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/21/2019,Compass (COMPS1),599000,20009
DCDC425694,RES,CLS,1634 14th St NW #T001,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/14/2019,"Washington Fine Properties ,LLC (WFP8)",355000,20009
DCDC425938,RES,CLS,2001 19th St NW #10,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/28/2019,Compass (COMPS1),935000,20009
DCDC425744,RES,CLS,1837 Wyoming Ave NW #B,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/18/2019,RE/MAX Allegiance (RMAX20),980000,20009
DCDC425474,RES,CLS,2515 Ontario Rd NW #1,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,8/1/2019,Coldwell Banker Residential Brokerage (CBRB54),1155000,20009
DCDC425988,RES,CLS,1469 Florida Ave NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/30/2019,"Urban Pace, a Long & Foster Company (URP1)",649900,20009
DCDC425346,RES,CLS,1716 New Hampshire Ave NW,Washington,"Washington, DC",6,1-Apr,Row/Townhouse,7/31/2019,Compass (COMPS2),3275000,20009
DCDC425678,RES,CLS,1700 17th St NW #408,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),492900,20009
DCDC424788,RES,CLS,1126 Columbia Rd NW #4,Washington,"Washington, DC",2,1-Feb,Penthouse Unit/Flat/Apartment,7/31/2019,KW Metro Center (KWR17),700000,20009
DCDC425526,RES,CLS,1910 Kalorama Pl NW #41,Washington,"Washington, DC",2,1-Jan,Unit/Flat/Apartment,6/5/2019,Keller Williams Capital Properties (KWCP1),740000,20009
DCDC425334,RES,CLS,1307 Riggs St NW #2,Washington,"Washington, DC",2,1-Feb,Penthouse Unit/Flat/Apartment,6/7/2019,TTR Sotheby's International Realty (TTRS2),1435000,20009
DCDC425290,RES,CLS,1600 13th St NW #B,Washington,"Washington, DC",4,1-Apr,End of Row/Townhouse,6/7/2019,Compass (COMPS1),2100000,20009
DCDC425258,RES,CLS,1915 16th St NW #203,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/11/2019,"Continental Properties, Ltd. (CPRE1)",340000,20009
DCDC424560,RES,CLS,1508 Caroline St NW,Washington,"Washington, DC",3,1-Mar,Twin/Semi-Detached,8/22/2019,"Washington Fine Properties, LLC (WFP3)",1500000,20009
DCDC424774,RES,CLS,1922 Belmont Rd NW #3,Washington,"Washington, DC",3,3,Row/Townhouse,6/14/2019,Compass (COMPS1),1350000,20009
DCDC425074,RES,CLS,1762 Corcoran St NW #4,Washington,"Washington, DC",2,2,Penthouse Unit/Flat/Apartment,6/7/2019,Compass (COMPS1),735000,20009
DCDC424870,RES,CLS,1801 Swann St NW #301,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/7/2019,"Long & Foster Real Estate, Inc. (LNG1)",705000,20009
DCDC424888,RES,CLS,1714 Swann St NW #4,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/4/2019,"Washington Fine Properties, LLC (WFP3)",901000,20009
DCDC424720,RES,CLS,1763 Columbia Rd NW #501,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/21/2019,Compass (COMPS1),460000,20009
DCDC424978,RES,CLS,1725 NW 17th St NW #101,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/25/2019,"Long & Foster Real Estate, Inc. (LNG51)",257000,20009
DCDC424572,RES,CLS,1730 New Hampshire Ave NW #10,Washington,"Washington, DC",1,1,Row/Townhouse,6/7/2019,Compass (COMPS1),555000,20009
DCDC425018,RES,CLS,1412 Chapin St NW #406,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,6/17/2019,Compass (COMPS6),679500,20009
DCDC424758,RES,CLS,1663 Harvard St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/10/2019,TTR Sotheby's International Realty (TTRS5),1250000,20009
DCDC424916,RES,CLS,2227 20th St NW #502,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/20/2019,TTR Sotheby's International Realty (TTRS5),465000,20009
DCDC424896,RES,CLS,1810 Kalorama Rd NW #A2,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,6/25/2019,Coldwell Banker Residential Brokerage (CBRB45),582750,20009
DCDC424626,RES,CLS,2639 15th St NW #105,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/10/2019,Compass (COMPS1),388000,20009
DCDC424780,RES,CLS,1615 Q St NW #408,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/7/2019,Coldwell Banker Residential Brokerage (CBRB106),485000,20009
DCDC424710,RES,CLS,2410 17th St NW #305,Washington,"Washington, DC",2,2,Penthouse Unit/Flat/Apartment,8/23/2019,"Premier Properties, LLC (PREM2)",794900,20009
DCDC424594,RES,CLS,2032 15th St NW #1,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,7/1/2019,Margaret S Lamberton Real Estate (MGSL1),264900,20009
DCDC424362,RES,CLS,1318 Girard St NW,Washington,"Washington, DC",4,1-Feb,Twin/Semi-Detached,6/21/2019,Compass (COMPS2),949000,20009
DCDC424398,RES,CLS,1444 Fairmont St NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/7/2019,TTR Sotheby's International Realty (TTRS5),520000,20009
DCDC424108,RES,CLS,1454 Belmont St NW #14,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/26/2019,Coldwell Banker Residential Brokerage (CBRB52),1175000,20009
DCDC424002,RES,CLS,1314 S St NW,Washington,"Washington, DC",4,1-Apr,Twin/Semi-Detached,6/3/2019,Compass (COMPS1),2380000,20009
DCDC424110,RES,CLS,1469 Florida Ave NW #4,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/10/2019,"Urban Pace, a Long & Foster Company (URP1)",750000,20009
DCDC423982,RES,CLS,2125 14th St NW #707,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/18/2019,Redfin Corp (REFC3),592520,20009
DCDC423928,RES,CLS,1461 Girard St NW #401,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/1/2019,"Long & Foster Real Estate, Inc (LNG333)",580000,20009
DCDC423964,RES,CLS,1429 W St NW #1,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,7/9/2019,Compass (COMPS2),650000,20009
DCDC423822,RES,CLS,1473 Harvard St NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/7/2019,Compass (COMPS1),584000,20009
DCDC423698,RES,CLS,2633 Adams Mill Rd NW #403,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,6/26/2019,Keller Williams Realty Centre (KWR24),420000,20009
DCDC423836,RES,CLS,1736 18th St NW #204,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/18/2019,Coldwell Banker Residential Brokerage (CBRB53),675000,20009
DCDC423752,RES,CLS,2750 14th St NW #301,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,6/28/2019,Redfin Corp (REFC3),652500,20009
DCDC423660,RES,CLS,1904 16th St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/4/2019,Compass (COMPS1),1104500,20009
DCDC423768,RES,CLS,1800 R St NW #904,Washington,"Washington, DC",1,Jan-00,Detached,6/28/2019,"Long & Foster Real Estate, Inc. (LNG44)",455000,20009
DCDC422896,RES,CLS,1870 Wyoming Ave NW #104,Washington,"Washington, DC",3,2,Detached,6/14/2019,"City Houses, LLC (CHS1)",985000,20009
DCDC364500,RES,CLS,1915 16th St NW #701,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/6/2019,Redfin Corp (REFC3),417000,20009
DCDC422844,RES,CLS,1817 Swann St NW #A,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/25/2019,Capital Residential Properties (CMRL1),665000,20009
DCDC423420,RES,CLS,2026 15th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/14/2019,Erika K Johnson Real Estate (ERIKA1),1405000,20009
DCDC422890,RES,CLS,1450 Fairmont St NW #D,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/21/2019,Compass (COMPS2),549000,20009
DCDC422918,RES,CLS,1469 Florida Ave NW #7,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/27/2019,"Urban Pace, a Long & Foster Company (URP1)",529900,20009
DCDC421570,RES,CLS,1108 Columbia Rd NW #107,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/5/2019,Coldwell Banker Residential Brokerage (CBRB106),290000,20009
DCDC422704,RES,CLS,1628 18th St NW #B,Washington,"Washington, DC",3,1-Mar,Unit/Flat/Apartment,6/18/2019,Redfin Corp (REFC3),1130000,20009
DCDC422662,RES,CLS,2125 14th St NW #430,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/2/2019,TTR Sotheby's International Realty (TTRS5),599000,20009
DCDC422802,RES,CLS,1465 Columbia Rd NW #402,Washington,"Washington, DC",1,Jan-00,Penthouse Unit/Flat/Apartment,6/28/2019,Hagan Realty (HRL1),405000,20009
DCDC420772,RES,CLS,1401 Q St NW #302,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/1/2019,TTR Sotheby's International Realty (TTRS5),899000,20009
DCDC422706,RES,CLS,1820 Clydesdale Pl NW #406,Washington,"Washington, DC",2,1,Detached,6/14/2019,Compass (COMPS9),465000,20009
DCDC401962,RES,CLS,1414 S St NW,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,8/7/2019,"City Houses, LLC (CHS1)",1430500,20009
DCDC422386,RES,CLS,1101 Q St NW #303,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/14/2019,McWilliams/Ballard Inc. (MCWB1),879900,20009
DCDC422248,RES,CLS,2125 14th St NW #916,Washington,"Washington, DC",2,2,Penthouse Unit/Flat/Apartment,6/28/2019,"Central Properties, LLC, (CTRP1)",1225000,20009
DCDC421918,RES,CLS,2440 16th St NW #423,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/3/2019,Compass (COMPS1),389000,20009
DCDC421714,RES,CLS,1414 Belmont St NW #302,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/27/2019,Compass (COMPS1),282000,20009
DCDC421680,RES,CLS,1420 Clifton St NW #405,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/14/2019,TTR Sotheby's International Realty (TTRS5),560000,20009
DCDC421148,RES,CLS,1821 Kalorama Rd NW,Washington,"Washington, DC",8,1-Apr,Row/Townhouse,7/12/2019,"Long & Foster Real Estate, Inc. (LNG44)",1760000,20009
DCDC421140,RES,CLS,2012 Wyoming Ave NW #304,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,8/1/2019,TTR Sotheby's International Realty (TTRS8),550000,20009
DCDC420118,RES,CLS,1816 New Hampshire Ave NW #101,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,6/19/2019,Compass (COMPS2),231500,20009
DCDC420064,RES,CLS,1390 V St NW #117,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,6/17/2019,Redfin Corp (REFC3),715000,20009
DCDC419990,RES,CLS,2125 14th St NW #217,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/4/2019,Keller Williams Capital Properties (KWCP1),569900,20009
DCDC412928,RES,CLS,1835 Ontario Pl NW #2,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/4/2019,Compass (COMPS9),1120000,20009
DCDC399902,RES,CLS,2515 Ontario Rd NW #2,Washington,"Washington, DC",3,1-Mar,End of Row/Townhouse,6/18/2019,Coldwell Banker Residential Brokerage (CBRB54),1145000,20009
DCDC409954,RES,CLS,1473 Harvard St NW #4,Washington,"Washington, DC",2,2,Penthouse Unit/Flat/Apartment,7/17/2019,Compass (COMPS1),865000,20009
DCDC412304,RES,CLS,1473 Harvard St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/5/2019,Compass (COMPS1),669000,20009
DCDC414454,RES,CLS,1321 Fairmont St NW #207,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/4/2019,Coldwell Banker Residential Brokerage (CBRB106),345000,20009
DCDC404400,RES,CLS,1225 Fairmont St NW #101,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/12/2019,EXP Realty (EXXPR1),301297,20009
DCDC402884,RES,CLS,1726 Lanier Pl NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/25/2019,TTR Sotheby's International Realty (TTRS6),560000,20009
DCDC401538,RES,CLS,1429 Clifton St NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/3/2019,KW Metro Center (KWR17),589000,20009
DCDC402288,RES,CLS,1725 New Hampshire Ave NW #503,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,6/14/2019,"Long & Foster Real Estate, Inc. (LNG194)",244737,20009
DCDC401912,RES,CLS,2341 Ashmead Pl NW #3,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,6/7/2019,McWilliams/Ballard Inc. (MCWB1),952000,20009
DCDC401558,RES,CLS,1101 Q St NW #204,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/12/2019,McWilliams/Ballard Inc. (MCWB1),949900,20009
DCDC401528,RES,CLS,1101 Q St NW #302,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/29/2019,McWilliams/Ballard Inc. (MCWB1),877400,20009
DCDC401482,RES,CLS,1619 R St NW #503,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/7/2019,TTR Sotheby's International Realty (TTRS2),537000,20009
DCDC400180,RES,CLS,3060 16th St NW #208,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/2/2019,Keller Williams Capital Properties (KWCP1),320000,20009
DCDC400272,RES,CLS,2008 16th St NW #6,Washington,"Washington, DC",,1,Unit/Flat/Apartment,6/6/2019,Redfin Corp (REFC3),213500,20009
DCDC400400,RES,CLS,1800 R St NW #608,Washington,"Washington, DC",2,1-Jan,Unit/Flat/Apartment,7/17/2019,Compass (COMPS1),565000,20009
DCDC399464,RES,CLS,1407 W St NW #104,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/17/2019,"Long & Foster Real Estate, Inc. (LNG194)",424900,20009
DCDC398606,RES,CLS,2750 14th St NW #507,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/7/2019,Keller Williams Capital Properties (KWCP2),320000,20009
DCDC365648,RES,CLS,1468 Belmont St NW #1 East,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,7/19/2019,Coldwell Banker Residential Brokerage (CBRB52),675000,20009
DCDC364024,RES,CLS,1731 S St NW #1,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/10/2019,"McEnearney Associates, Inc. (MCE7)",495000,20009
DCDC356098,RES,CLS,1101 S St NW,Washington,"Washington, DC",7,1-May,Twin/Semi-Detached,7/10/2019,M Squared Real Estate LLC (MSQU1),1699999,20009
DCDC311144,RES,CLS,1816 New Hampshire Ave NW #507,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/12/2019,"Classic Realty, Ltd. (CLSS1)",304000,20009
DCDC310072,RES,CLS,2001 12th St NW #412,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/3/2019,Bennett Realty Solutions (EXBR1),567500,20009
DCDC309074,RES,CLS,1817 Vernon St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/3/2019,"Long & Foster Real Estate, Inc. (LNG42)",770000,20009
DCDC102420,RES,CLS,1777 T St NW #Ph5,Washington,"Washington, DC",3,2-Mar,Penthouse Unit/Flat/Apartment,6/12/2019,TTR Sotheby's International Realty (TTRS2),1620000,20009
