MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip
DCDC433638,RES,CLS,2118 Bancroft Pl NW,Washington,"Washington, DC",3,1-Apr,Row/Townhouse,7/2/2019,TTR Sotheby's International Realty (TTRS2),3450000,20008
DCDC433566,RES,CLS,2501 Calvert St NW #305,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/9/2019,"Long & Foster Real Estate, Inc. (LNG44)",339000,20008
DCDC432040,RES,CLS,3223 Klingle Rd NW,Washington,"Washington, DC",4,1-Apr,End of Row/Townhouse,8/27/2019,TTR Sotheby's International Realty (TTRS4),1357030,20008
DCDC433344,RES,CLS,3041 Sedgwick St NW #504D,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,8/7/2019,"Continental Properties, Ltd. (CPRE1)",657000,20008
DCDC433072,RES,CLS,2939 Van Ness St NW #338,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/29/2019,KW Metro Center (KWR19),269900,20008
DCDC432956,RES,CLS,3225 Klingle Rd NW,Washington,"Washington, DC",5,1-Apr,Row/Townhouse,8/6/2019,Compass (COMPS1),1569000,20008
DCDC432684,RES,CLS,3039 Macomb St NW #32,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/5/2019,"Washington Fine Properties ,LLC (WFP8)",335000,20008
DCDC430318,RES,CLS,3001 Veazey Ter NW #1003,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/22/2019,Redfin Corp (REFC2),311500,20008
DCDC428714,RES,CLS,2153 California St NW #203,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,8/20/2019,Coldwell Banker Residential Brokerage (CBRB106),860000,20008
DCDC427982,RES,CLS,2019 Connecticut Ave NW,Washington,"Washington, DC",6,1-Mar,Twin/Semi-Detached,8/16/2019,Coldwell Banker Residential Brokerage (CBRB106),1550000,20008
DCDC431770,RES,CLS,2725 Connecticut Ave NW #508,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/25/2019,TTR Sotheby's International Realty (TTRS5),587500,20008
DCDC431824,RES,CLS,2129 Florida Ave NW #L3,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/19/2019,Redfin Corp (REFC3),483000,20008
DCDC432242,RES,CLS,2930 33rd Pl NW,Washington,"Washington, DC",3,Feb-00,Twin/Semi-Detached,7/30/2019,Coldwell Banker Residential Brokerage (CBRB45),1430000,20008
DCDC432148,RES,CLS,4707 Connecticut Ave NW #201,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/31/2019,"Long & Foster Real Estate, Inc. (LNG5)",546000,20008
DCDC431804,RES,CLS,4600 Connecticut Ave NW #321,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/19/2019,"Long & Foster Real Estate, Inc. (LNG44)",269900,20008
DCDC430094,RES,CLS,4726 Reno Rd NW,Washington,"Washington, DC",4,1-Mar,Detached,7/12/2019,Compass (COMPS6),1517500,20008
DCDC428496,RES,CLS,2101 Connecticut Ave NW #68,Washington,"Washington, DC",4,3,Unit/Flat/Apartment,6/14/2019,Coldwell Banker Residential Brokerage (CBRB106),1590000,20008
DCDC431174,RES,CLS,2939 Van Ness St NW #834,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,8/2/2019,Compass (COMPS2),215000,20008
DCDC429690,RES,CLS,2939 Van Ness St NW #647,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,7/24/2019,"Long & Foster Real Estate, Inc. (LNG85)",625000,20008
DCDC430160,RES,CLS,2939 Van Ness St NW #648,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,7/24/2019,"Long & Foster Real Estate, Inc. (LNG85)",600000,20008
DCDC431274,RES,CLS,3001 Veazey Ter NW #532,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/1/2019,McEnearney Associates (MCE14),300000,20008
DCDC430960,RES,CLS,3883 Connecticut Ave NW #401,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/15/2019,Compass (COMPS2),428500,20008
DCDC431278,RES,CLS,3446 Connecticut Ave NW #206,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/22/2019,TTR Sotheby's International Realty (TTRS5),320000,20008
DCDC431148,RES,CLS,2908 Ellicott St NW,Washington,"Washington, DC",5,1-Apr,Detached,8/16/2019,"Washington Fine Properties, LLC (WFP1)",2325000,20008
DCDC429842,RES,CLS,2959 Tilden St NW,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,7/26/2019,"Long & Foster Real Estate, Inc. (LNG338)",1401000,20008
DCDC430196,RES,CLS,2729 Ordway St NW #6,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/2/2019,Compass (COMPS1),533300,20008
DCDC430000,RES,CLS,3619 Tilden St NW,Washington,"Washington, DC",4,1-Apr,Detached,7/31/2019,TTR Sotheby's International Realty (TTRS4),2260000,20008
DCDC430018,RES,CLS,2737 Devonshire Pl NW #304,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/17/2019,Fairfax Realty Elite (FXR13),459000,20008
DCDC430548,RES,CLS,3100 Connecticut Ave NW #236,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/7/2019,Non Subscribing Office (NON1),399900,20008
DCDC430228,RES,CLS,2899 Audubon Ter NW,Washington,"Washington, DC",5,1-May,Detached,7/30/2019,"Long & Foster Real Estate, Inc. (LNG42)",2999995,20008
DCDC429642,RES,CLS,2153 California St NW #105,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/21/2019,"Long & Foster Real Estate, Inc. (LNG1)",619900,20008
DCDC429488,RES,CLS,2949 Tilden St NW,Washington,"Washington, DC",5,1-Feb,Twin/Semi-Detached,6/26/2019,Compass (COMPS9),1040000,20008
DCDC429038,RES,CLS,3001 Veazey Ter NW #220,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/8/2019,"Long & Foster Real Estate, Inc. (LNG1)",485001,20008
DCDC429374,RES,CLS,2811 Woodley Rd NW,Washington,"Washington, DC",3,Mar-00,Row/Townhouse,6/28/2019,Compass (COMPS2),1446000,20008
DCDC429170,RES,CLS,3701 Connecticut Ave NW #602,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/2/2019,Compass (COMPS2),309999,20008
DCDC429066,RES,CLS,2145 California St NW #108,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/28/2019,TTR Sotheby's International Realty (TTRS5),625000,20008
DCDC428996,RES,CLS,3026 Porter St NW #301,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/30/2019,Redfin Corp (REFC3),315000,20008
DCDC428982,RES,CLS,3141 Highland Pl NW,Washington,"Washington, DC",9,2-Apr,Detached,7/25/2019,"Washington Fine Properties, LLC (WFP1)",5500000,20008
DCDC428490,RES,CLS,3100 Connecticut Ave NW #223,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/22/2019,"Long & Foster Real Estate, Inc. (LNG1)",399900,20008
DCDC428482,RES,CLS,2710 Macomb St NW #418,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,7/9/2019,"Eva Realty, LLC (EVA1)",200000,20008
DCDC428206,RES,CLS,2153 California St NW #104,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/15/2019,Coldwell Banker Residential Brokerage (CBRB106),850000,20008
DCDC428328,RES,CLS,2138 California St NW #408,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/12/2019,"Washington Fine Properties, LLC (WFP3)",467000,20008
DCDC428124,RES,CLS,2939 Van Ness St NW #927,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/21/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED58),342000,20008
DCDC428262,RES,CLS,4330 37th St NW,Washington,"Washington, DC",5,1-Apr,Detached,7/15/2019,Compass (COMPS2),1425000,20008
DCDC427370,RES,CLS,3901 Connecticut Ave NW #206,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/3/2019,M Squared Real Estate LLC (MSQU1),339900,20008
DCDC427214,RES,CLS,3020 Cortland Pl NW,Washington,"Washington, DC",5,1-Mar,Detached,6/18/2019,TTR Sotheby's International Realty (TTRS4),1560000,20008
DCDC426784,RES,CLS,3631 Van Ness St NW,Washington,"Washington, DC",4,3,Twin/Semi-Detached,6/20/2019,Compass (COMPS1),1327900,20008
DCDC427470,RES,CLS,4600-C Connecticut Ave NW #315,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/21/2019,Compass (COMPS1),272500,20008
DCDC427416,RES,CLS,2501 Calvert St NW #711,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,6/28/2019,Keller Williams Capital Properties (KWCP5),350000,20008
DCDC427226,RES,CLS,2501 Calvert St NW #607,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,8/5/2019,"Formant Property Group, LLC (JCF1)",506000,20008
DCDC427116,RES,CLS,2344 Massachusetts Ave NW,Washington,"Washington, DC",5,2-May,Row/Townhouse,8/1/2019,"Washington Fine Properties ,LLC (WFP8)",5250000,20008
DCDC427202,RES,CLS,3100 Connecticut Ave NW #318,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/26/2019,Redfin Corp (REFC3),413000,20008
DCDC426968,RES,CLS,3883 Connecticut Ave NW #703,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,"Long & Foster Real Estate, Inc. (LNG44)",425000,20008
DCDC427044,RES,CLS,2908 Ordway St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/6/2019,TTR Sotheby's International Realty (TTRS8),1689000,20008
DCDC426878,RES,CLS,2205 California St NW #2,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,6/13/2019,TTR Sotheby's International Realty (TTRS2),845000,20008
DCDC426440,RES,CLS,4740 Connecticut Ave NW #1004,Washington,"Washington, DC",1,1,Penthouse Unit/Flat/Apartment,8/16/2019,The ONE Street Company (ONERE1),305000,20008
DCDC425294,RES,CLS,3883 Connecticut Ave NW #218,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/19/2019,TTR Sotheby's International Realty (TTRS4),815000,20008
DCDC426032,RES,CLS,2926 Porter St NW #304,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/13/2019,Compass (COMPS3),488000,20008
DCDC425920,RES,CLS,3100 Connecticut Ave NW #119,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/5/2019,RLAH Real Estate (RLAH4),255000,20008
DCDC424828,RES,CLS,2755 Ordway St NW #508,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/26/2019,Margaret S Lamberton Real Estate (MGSL1),330000,20008
DCDC425356,RES,CLS,2122 California St NW #260,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/17/2019,Keller Williams Capital Properties (KWCP1),425000,20008
DCDC425126,RES,CLS,4600 Connecticut Ave NW #923,Washington,"Washington, DC",3,Feb-00,Unit/Flat/Apartment,6/14/2019,"Pier Associates Real Estate, Inc. (PIE1)",525000,20008
DCDC425204,RES,CLS,2127 California St NW #206,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/30/2019,Compass (COMPS1),465000,20008
DCDC425236,RES,CLS,3701 Connecticut Ave NW #317,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/25/2019,Keller Williams Capital Properties (KWCP2),214800,20008
DCDC424768,RES,CLS,4600 Connecticut Ave NW #728,Washington,"Washington, DC",1,1,Twin/Semi-Detached,6/14/2019,Compass (COMPS1),299000,20008
DCDC424296,RES,CLS,3232 Klingle Rd NW,Washington,"Washington, DC",3,Feb-00,End of Row/Townhouse,6/24/2019,Coldwell Banker Residential Brokerage (CBRB52),1250000,20008
DCDC423954,RES,CLS,3001 Veazey Ter NW #1413,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/3/2019,"Long & Foster Real Estate, Inc. (LNG1)",316000,20008
DCDC424020,RES,CLS,2803 Cortland Pl NW #306,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/10/2019,"Douglas Realty, LLC (DOGR1)",355000,20008
DCDC423232,RES,CLS,2939 Van Ness St NW #1048,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/21/2019,Compass (COMPS2),575000,20008
DCDC423330,RES,CLS,54 Observatory Cir NW,Washington,"Washington, DC",4,2,Detached,6/3/2019,"Washington Fine Properties, LLC (WFP1)",1325000,20008
DCDC423228,RES,CLS,3028 Porter St NW #104,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/10/2019,Compass (COMPS2),385000,20008
DCDC423358,RES,CLS,4928 30th St NW,Washington,"Washington, DC",5,1-Apr,Detached,7/12/2019,KW Metro Center (KWR19),1520000,20008
DCDC423478,RES,CLS,3025 Porter St NW #32,Washington,"Washington, DC",2,Jan-00,Detached,6/3/2019,"Watassa Management, LLC (WTSS1)",460000,20008
DCDC422576,RES,CLS,2820 28th St NW,Washington,"Washington, DC",4,Mar-00,Row/Townhouse,6/10/2019,"Long & Foster Real Estate, Inc. (LNG336)",1513000,20008
DCDC422490,RES,CLS,3100 Connecticut Ave NW #118,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/12/2019,Senate Realty (SENR1),410000,20008
DCDC422182,RES,CLS,4740 Connecticut Ave NW #806,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/25/2019,Century 21 New Millennium (CENT2007),455000,20008
DCDC421248,RES,CLS,2122 California St NW #654,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/6/2019,TTR Sotheby's International Realty (TTRS2),380000,20008
DCDC420972,RES,CLS,3901 Connecticut Ave NW #208,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,6/6/2019,Compass (COMPS1),950000,20008
DCDC421584,RES,CLS,4740 Connecticut Ave NW #406,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/20/2019,Compass (COMPS1),453000,20008
DCDC421052,RES,CLS,2301 Connecticut Ave NW #1B,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/9/2019,S&G Realty (SAGG1),960000,20008
DCDC421234,RES,CLS,3930 Connecticut Ave NW #502-H,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/24/2019,"Long & Foster Real Estate, Inc. (LNG147)",650000,20008
DCDC421216,RES,CLS,2501 Calvert St NW #601,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/14/2019,"Weichert, REALTORS (WEI4)",520000,20008
DCDC420154,RES,CLS,2660 Connecticut Ave NW #5D,Washington,"Washington, DC",3,1-Mar,Unit/Flat/Apartment,6/28/2019,TTR Sotheby's International Realty (TTRS2),3150000,20008
DCDC417638,RES,CLS,2126 Connecticut Ave NW #51,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/16/2019,Compass (COMPS2),1015000,20008
DCDC403936,RES,CLS,3039 Macomb St NW #22,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/11/2019,Compass (COMPS2),309500,20008
DCDC403504,RES,CLS,4707 Connecticut Ave NW #511,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/17/2019,"Long & Foster Real Estate, Inc. (LNG83)",399000,20008
DCDC403650,RES,CLS,4007 Connecticut Ave NW #305,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,Compass (COMPS2),382000,20008
DCDC399116,RES,CLS,2101 Connecticut Ave NW #38,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,6/26/2019,Coldwell Banker Residential Brokerage (CBRB106),1425000,20008
DCDC403552,RES,CLS,2909 34th St NW,Washington,"Washington, DC",5,2-May,Detached,7/1/2019,Keller Williams Capital Properties (KWCP5),1640000,20008
DCDC403070,RES,CLS,3883 Connecticut Ave NW #110,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/12/2019,Compass (COMPS9),377500,20008
DCDC403242,RES,CLS,2829 Connecticut Ave NW #110,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/27/2019,KW Metro Center (KWR19),209000,20008
DCDC402706,RES,CLS,2755 Ordway St NW #207,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/12/2019,"Pier Associates Real Estate, Inc. (PIE1)",328000,20008
DCDC398922,RES,CLS,3633 Albemarle St NW,Washington,"Washington, DC",5,1-Apr,Detached,6/7/2019,TTR Sotheby's International Realty (TTRS4),2300000,20008
DCDC398710,RES,CLS,4600 Connecticut Ave NW #309,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/30/2019,"Weichert, REALTORS (WEI70)",405000,20008
DCDC365608,RES,CLS,3110 Garfield St NW,Washington,"Washington, DC",5,1-Apr,Detached,7/1/2019,Keller Williams Capital Properties (KWCP5),1750000,20008
1009914774,RES,CLS,5183 Linnean Ter NW,Washington,"Washington, DC",4,1-Feb,Detached,7/29/2019,"Long & Foster Real Estate, Inc. (LNG336)",920000,20008
1002306338,RES,CLS,3701 Connecticut Ave NW #422,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,6/18/2019,"Weichert, REALTORS (WEI12)",255000,20008
