MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip
DCDC429552,RES,CLS,140A Wilmington Pl SE,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,8/14/2019,Fairfax Realty Elite (FXR4),499900,20032
DCDC430222,RES,CLS,127 Wilmington Pl SE,Washington,"Washington, DC",3,2,Twin/Semi-Detached,8/28/2019,RE/MAX Allegiance (RMAX17),310000,20032
DCDC427610,RES,CLS,420 Chesapeake St SE,Washington,"Washington, DC",4,3,Detached,8/5/2019,Green Dot Realty (JCKL1),396000,20032
DCDC428846,RES,CLS,45 Danbury St SW,Washington,"Washington, DC",3,1-Mar,End of Row/Townhouse,7/1/2019,District Realty INC (DTRY1),350000,20032
DCDC428192,RES,CLS,621 Brandywine St SE,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,8/12/2019,Q. Williams Real Estate Associates (QWRE1),275000,20032
DCDC428140,RES,CLS,141 Chesapeake St SW,Washington,"Washington, DC",2,1-Jan,Detached,7/17/2019,RE/MAX Allegiance (RMAX20),330000,20032
DCDC427806,RES,CLS,433 Oakwood St SE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,7/12/2019,Compass (COMPS2),410000,20032
DCDC427058,RES,CLS,4212 Livingston Rd SE,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,6/28/2019,Keller Williams Realty (KWR21),375000,20032
DCDC427252,RES,CLS,413 Woodcrest Dr SE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/12/2019,Exit Community Realty (EER1),462000,20032
DCDC424406,RES,CLS,1107 Congress St SE,Washington,"Washington, DC",3,2,Twin/Semi-Detached,6/28/2019,"Long & Foster Real Estate, Inc. (LNG1)",458000,20032
DCDC425854,RES,CLS,3307 Martin Luther King Jr Ave SE,Washington,"Washington, DC",2,1-Feb,Detached,7/26/2019,Redfin Corp (REFC3),355000,20032
DCDC425210,RES,CLS,443 Woodcrest Dr SE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/18/2019,"Long & Foster Real Estate, Inc. (LNG84)",510000,20032
DCDC425160,RES,CLS,215 Atlantic St SE,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,6/18/2019,RE/MAX Executives (RMAX203),283000,20032
DCDC424390,RES,CLS,1113 Bellevue St SE,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,8/30/2019,"Pioneer Realty, Inc. (PIO1)",268000,20032
DCDC424290,RES,CLS,4130 4th St SE #3,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/22/2019,Green Homes Realty (GHPM1),102899,20032
DCDC423216,RES,CLS,3322 Oxon Run Rd SE,Washington,"Washington, DC",4,1-Mar,Detached,8/16/2019,The ONE Street Company (ONERE1),530000,20032
DCDC422176,RES,CLS,618 Southern Ave SE,Washington,"Washington, DC",2,1-Jan,Twin/Semi-Detached,7/31/2019,Senate Realty (SENR1),325000,20032
DCDC422920,RES,CLS,428 Orange St SE,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,6/14/2019,Long River Realty LLC (LGRR1),397500,20032
DCDC422344,RES,CLS,33 Brandywine St SW,Washington,"Washington, DC",5,3,Detached,8/8/2019,RE/MAX Professionals (RMXP4),562500,20032
DCDC421634,RES,CLS,520 Lebaum St SE,Washington,"Washington, DC",3,2,Detached,6/21/2019,Samson Properties (SAMP1),399000,20032
DCDC421184,RES,CLS,1102 Barnaby Ter SE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,7/31/2019,RLAH Real Estate (RLAH2),358000,20032
DCDC420032,RES,CLS,700 Alabama Ave SE,Washington,"Washington, DC",4,1-Mar,Detached,6/3/2019,"Long & Foster Real Estate, Inc. (LNG194)",529000,20032
DCDC419850,RES,CLS,131 Joliet St SW,Washington,"Washington, DC",4,2,Twin/Semi-Detached,6/17/2019,"Alex Cooper Auctioneers, Inc. (ACAI1)",231000,20032
DCDC403970,RES,CLS,107 Forrester St SW,Washington,"Washington, DC",2,2,Twin/Semi-Detached,6/10/2019,Cottage Street Realty LLC (CTST1),358000,20032
DCDC402432,RES,CLS,1036 Barnaby Ter SE,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,8/1/2019,"Real Broker, LLC. (REKL1)",360000,20032
DCDC365598,RES,CLS,162 Forrester St SW,Washington,"Washington, DC",2,2,Twin/Semi-Detached,7/2/2019,RE/MAX Realty Services (RBE1),322000,20032
DCDC399910,RES,CLS,225 Atlantic St SE,Washington,"Washington, DC",3,2,Row/Townhouse,8/23/2019,Fairfax Realty Elite (FXR4),350000,20032
DCDC399842,RES,CLS,212 Oakwood St SE #312,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/12/2019,"Long & Foster Real Estate, Inc. (LNG42)",205500,20032
DCDC276148,RES,CLS,3611 Martin Luther King Jr Ave SE,Washington,"Washington, DC",5,3,Detached,6/15/2019,RE/MAX Allegiance (RMAX20),535000,20032
1002216604,RES,CLS,139 Xenia St SE,Washington,"Washington, DC",5,Feb-00,Detached,6/20/2019,Great American Real Estate Inc (GREA1),275000,20032
