,index,geometry,icon,id,name,place_id,plus_code,rating,reference,types,user_ratings_total,vicinity,opening_hours,price_level,locations,Zip Code
3910,12528,"{'location': {'lat': 38.9004247, 'lng': -76.99411769999999}, 'viewport': {'northeast': {'lat': 38.9016669302915, 'lng': -76.99276861970849}, 'southwest': {'lat': 38.89896896970851, 'lng': -76.99546658029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,31135fbc608d423031a8cde9e18c11ec0817e932,Quara Ethiopian Restaurant,ChIJUSw1Stq3t4kRY2nm7Qpo-5g,"{'compound_code': 'W224+59 Washington, District of Columbia, United States', 'global_code': '87C5W224+59'}",4.4,ChIJUSw1Stq3t4kRY2nm7Qpo-5g,"['restaurant', 'food', 'point_of_interest', 'establishment']",116,"818 H Street Northeast, Washington",{'open_now': True},,"{'Match_addr': 'Electroworld', 'LongLabel': 'Electroworld, 820 H St NE, Washington, DC, 20002, USA', 'ShortLabel': 'Electroworld', 'Addr_type': 'POI', 'Type': 'Consumer Electronics Store', 'PlaceName': 'Electroworld', 'AddNum': '820', 'Address': '820 H St NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Near Northeast', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20002', 'PostalExt': '', 'CountryCode': 'USA'}",20002
3911,12531,"{'location': {'lat': 38.9004061, 'lng': -76.9941917}, 'viewport': {'northeast': {'lat': 38.9016576302915, 'lng': -76.9928426197085}, 'southwest': {'lat': 38.8989596697085, 'lng': -76.9955405802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,949736e62ac16172dc7992ac2d18f3349b1f9247,Ledo Pizza,ChIJE-UM6j24t4kR21yNvVRlOXA,"{'compound_code': 'W224+58 Washington, District of Columbia, United States', 'global_code': '87C5W224+58'}",4,ChIJE-UM6j24t4kR21yNvVRlOXA,"['restaurant', 'food', 'point_of_interest', 'establishment']",147,"814 H Street Northeast, Washington",{'open_now': False},,"{'Match_addr': 'H Street Care Pharmacy', 'LongLabel': 'H Street Care Pharmacy, 812 H St NE, Washington, DC, 20002, USA', 'ShortLabel': 'H Street Care Pharmacy', 'Addr_type': 'POI', 'Type': 'Pharmacy', 'PlaceName': 'H Street Care Pharmacy', 'AddNum': '812', 'Address': '812 H St NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Near Northeast', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20002', 'PostalExt': '', 'CountryCode': 'USA'}",20002
3912,12538,"{'location': {'lat': 38.9166609, 'lng': -76.99401859999999}, 'viewport': {'northeast': {'lat': 38.91805918029149, 'lng': -76.99278166970848}, 'southwest': {'lat': 38.91536121970849, 'lng': -76.9954796302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,9daba6db57592660dbe5547471c850bb1addc351,MGM Roast Beef & Catering Washington,ChIJ-yAtuQ64t4kRjG4i9PvdTeM,"{'compound_code': 'W284+M9 Washington, District of Columbia, United States', 'global_code': '87C5W284+M9'}",4.5,ChIJ-yAtuQ64t4kRjG4i9PvdTeM,"['restaurant', 'food', 'point_of_interest', 'establishment']",390,"905 Brentwood Road Northeast, Washington",{'open_now': False},1,"{'Match_addr': '905 Brentwood Rd NE, Washington, District of Columbia, 20018', 'LongLabel': '905 Brentwood Rd NE, Washington, DC, 20018, USA', 'ShortLabel': '905 Brentwood Rd NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '905', 'Address': '905 Brentwood Rd NE', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3913,12539,"{'location': {'lat': 38.9207394, 'lng': -76.9946095}, 'viewport': {'northeast': {'lat': 38.92213093029149, 'lng': -76.99328241970849}, 'southwest': {'lat': 38.9194329697085, 'lng': -76.99598038029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,75305cc786e13cfac639122f3bbb5a5e509fe271,Sala Thai,ChIJkzNdxgm4t4kR-h0j1fHbPK0,"{'compound_code': 'W2C4+75 Washington, District of Columbia, United States', 'global_code': '87C5W2C4+75'}",4.2,ChIJkzNdxgm4t4kR-h0j1fHbPK0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",193,"2300 Washington Place Northeast, Washington",{'open_now': False},2,"{'Match_addr': 'Washington Pl NE, Washington, District of Columbia, 20018', 'LongLabel': 'Washington Pl NE, Washington, DC, 20018, USA', 'ShortLabel': 'Washington Pl NE', 'Addr_type': 'StreetName', 'Type': '', 'PlaceName': '', 'AddNum': '', 'Address': 'Washington Pl NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Brentwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3914,12540,"{'location': {'lat': 38.9204912, 'lng': -76.9948173}, 'viewport': {'northeast': {'lat': 38.9219617302915, 'lng': -76.99353091970849}, 'southwest': {'lat': 38.9192637697085, 'lng': -76.9962288802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,19d9535aa3e13cbb5f9c5819a975bd0262344876,Exotic Wine and Liquors,ChIJy1BwW0i5t4kRTtzvalIlSrI,"{'compound_code': 'W2C4+53 Washington, District of Columbia, United States', 'global_code': '87C5W2C4+53'}",5,ChIJy1BwW0i5t4kRTtzvalIlSrI,"['liquor_store', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,"2300 Washington Place Northeast Store 104, Washington",{'open_now': False},,"{'Match_addr': 'Washington Pl NE, Washington, District of Columbia, 20018', 'LongLabel': 'Washington Pl NE, Washington, DC, 20018, USA', 'ShortLabel': 'Washington Pl NE', 'Addr_type': 'StreetName', 'Type': '', 'PlaceName': '', 'AddNum': '', 'Address': 'Washington Pl NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Brentwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3915,12541,"{'location': {'lat': 38.921233, 'lng': -76.9947784}, 'viewport': {'northeast': {'lat': 38.9224192802915, 'lng': -76.9933480697085}, 'southwest': {'lat': 38.91972131970851, 'lng': -76.99604603029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4987e0af0857d7e71621966ab2578356dd58ffe3,Dunkin',ChIJ8eZs7wm4t4kRAN25XZy1wjs,"{'compound_code': 'W2C4+F3 Washington, District of Columbia, United States', 'global_code': '87C5W2C4+F3'}",3.8,ChIJ8eZs7wm4t4kRAN25XZy1wjs,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",103,"2300 Washington Place Northeast #107, Washington",{'open_now': False},1,"{'Match_addr': 'Department Of Motor Vehicles Rhode Island Service Center, 2350 Washington Pl NE, Washington, District of Columbia, 20018', 'LongLabel': 'Department Of Motor Vehicles Rhode Island Service Center, 2350 Washington Pl NE, Washington, DC, 20018, USA', 'ShortLabel': 'Department Of Motor Vehicles Rhode Island Service Center, 2350 Washington Pl NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '2350', 'Address': 'Department Of Motor Vehicles Rhode Island Service Center, 2350 Washington Pl NE', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3916,12542,"{'location': {'lat': 38.9207762, 'lng': -76.9942662}, 'viewport': {'northeast': {'lat': 38.9221978802915, 'lng': -76.99295436970849}, 'southwest': {'lat': 38.91949991970851, 'lng': -76.99565233029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,8f5ebc0c5126cc649a9e2e5173779471c1e708a4,Jersey Mike's Subs,ChIJKch07Qm4t4kRh7KtO5qNRrg,"{'compound_code': 'W2C4+87 Washington, District of Columbia, United States', 'global_code': '87C5W2C4+87'}",4.3,ChIJKch07Qm4t4kRh7KtO5qNRrg,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",296,"2300 Washington Place Northeast #125, Washington",{'open_now': False},1,"{'Match_addr': 'Washington Pl NE, Washington, District of Columbia, 20018', 'LongLabel': 'Washington Pl NE, Washington, DC, 20018, USA', 'ShortLabel': 'Washington Pl NE', 'Addr_type': 'StreetName', 'Type': '', 'PlaceName': '', 'AddNum': '', 'Address': 'Washington Pl NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Brentwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3917,12543,"{'location': {'lat': 38.9212408, 'lng': -76.9941577}, 'viewport': {'northeast': {'lat': 38.9225123302915, 'lng': -76.9927661697085}, 'southwest': {'lat': 38.91981436970851, 'lng': -76.99546413029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6c207dfbea412ce204daebfcff5ee4195e424a70,TKO Burger,ChIJK7Vw5gm4t4kRcKbHauBBGOo,"{'compound_code': 'W2C4+F8 Washington, District of Columbia, United States', 'global_code': '87C5W2C4+F8'}",3.6,ChIJK7Vw5gm4t4kRcKbHauBBGOo,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",56,"2350 Washington Place Northeast, Washington",{'open_now': False},,"{'Match_addr': 'Washington Pl NE, Washington, District of Columbia, 20018', 'LongLabel': 'Washington Pl NE, Washington, DC, 20018, USA', 'ShortLabel': 'Washington Pl NE', 'Addr_type': 'StreetName', 'Type': '', 'PlaceName': '', 'AddNum': '', 'Address': 'Washington Pl NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Brentwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3918,12545,"{'location': {'lat': 38.9208758, 'lng': -76.9939977}, 'viewport': {'northeast': {'lat': 38.9221956802915, 'lng': -76.99258401970849}, 'southwest': {'lat': 38.9194977197085, 'lng': -76.99528198029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,c86f804aa1251cb6a862ac7e0b75253ee8d9d7ad,Chipotle Mexican Grill,ChIJKch07Qm4t4kR1ruQpZFZsLE,"{'compound_code': 'W2C4+9C Washington, District of Columbia, United States', 'global_code': '87C5W2C4+9C'}",3.9,ChIJKch07Qm4t4kR1ruQpZFZsLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",259,"2300 Washington Place Northeast Ste 101S, Washington",{'open_now': False},1,"{'Match_addr': 'Washington Pl NE, Washington, District of Columbia, 20018', 'LongLabel': 'Washington Pl NE, Washington, DC, 20018, USA', 'ShortLabel': 'Washington Pl NE', 'Addr_type': 'StreetName', 'Type': '', 'PlaceName': '', 'AddNum': '', 'Address': 'Washington Pl NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Brentwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3919,12551,"{'location': {'lat': 38.925939, 'lng': -76.99474359999999}, 'viewport': {'northeast': {'lat': 38.9272876302915, 'lng': -76.99350041970848}, 'southwest': {'lat': 38.9245896697085, 'lng': -76.99619838029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,c63c2c9eea80c329558987344f3ffa109b4242a5,Dew Drop Inn,ChIJ0QSH6vbHt4kR_t2E44qmAYA,"{'compound_code': 'W2G4+94 Washington, District of Columbia, United States', 'global_code': '87C5W2G4+94'}",4.6,ChIJ0QSH6vbHt4kR_t2E44qmAYA,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",313,"2801 8th Street Northeast, Washington",{'open_now': True},1,"{'Match_addr': '2801 8th St NE, Washington, District of Columbia, 20017', 'LongLabel': '2801 8th St NE, Washington, DC, 20017, USA', 'ShortLabel': '2801 8th St NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '2801', 'Address': '2801 8th St NE', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20017', 'PostalExt': '', 'CountryCode': 'USA'}",20017
3920,12554,"{'location': {'lat': 38.9367112, 'lng': -76.993981}, 'viewport': {'northeast': {'lat': 38.9380512802915, 'lng': -76.99251691970849}, 'southwest': {'lat': 38.9353533197085, 'lng': -76.99521488029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,b51f87f010a03ad34987e4edcd4d5fd6d68c41bf,America's Best Wings,ChIJ3UfCuu7Ht4kR9Syz012t5VA,"{'compound_code': 'W2P4+MC Washington, District of Columbia, United States', 'global_code': '87C5W2P4+MC'}",4.3,ChIJ3UfCuu7Ht4kR9Syz012t5VA,"['restaurant', 'food', 'point_of_interest', 'establishment']",164,"3746 10th Street Northeast, Washington",{'open_now': True},1,"{'Match_addr': ""Pizza Boli's"", 'LongLabel': ""Pizza Boli's, 3738 10th St NE, Washington, DC, 20017, USA"", 'ShortLabel': ""Pizza Boli's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""Pizza Boli's"", 'AddNum': '3738', 'Address': '3738 10th St NE', 'Block': '', 'Sector': '', 'Neighborhood': 'University Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20017', 'PostalExt': '', 'CountryCode': 'USA'}",20017
3926,12584,"{'location': {'lat': 38.87667649999999, 'lng': -76.99334619999999}, 'viewport': {'northeast': {'lat': 38.8779524802915, 'lng': -76.99199721970848}, 'southwest': {'lat': 38.8752545197085, 'lng': -76.9946951802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7a8328871d67ed4b337c7a245b54a245422a9336,Domino's Pizza,ChIJb6CbDsy5t4kRV_wK6je63BI,"{'compound_code': 'V2G4+MM Washington, District of Columbia, United States', 'global_code': '87C5V2G4+MM'}",2.7,ChIJb6CbDsy5t4kRV_wK6je63BI,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",349,"900 M Street Southeast, Washington",{'open_now': True},1,"{'Match_addr': 'Wagtime Too', 'LongLabel': 'Wagtime Too, 900 M St SE, Washington, DC, 20003, USA', 'ShortLabel': 'Wagtime Too', 'Addr_type': 'POI', 'Type': 'Specialty Store', 'PlaceName': 'Wagtime Too', 'AddNum': '900', 'Address': '900 M St SE', 'Block': '', 'Sector': '', 'Neighborhood': 'Near Southeast', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20003', 'PostalExt': '', 'CountryCode': 'USA'}",20003
3927,12599,"{'location': {'lat': 38.883131, 'lng': -76.993524}, 'viewport': {'northeast': {'lat': 38.8844927302915, 'lng': -76.9922911697085}, 'southwest': {'lat': 38.8817947697085, 'lng': -76.9949891302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f8331d1f1d3e99c90474a0aa0fb091f78a69ab73,Little Pearl,ChIJZamGfTO4t4kRnjETn_wWEqM,"{'compound_code': 'V2M4+7H Washington, District of Columbia, United States', 'global_code': '87C5V2M4+7H'}",4.6,ChIJZamGfTO4t4kRnjETn_wWEqM,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",258,"921 Pennsylvania Avenue Southeast, Washington",{'open_now': False},2,"{'Match_addr': 'Old Navy Hospital Carriage House', 'LongLabel': 'Old Navy Hospital Carriage House, 901 Pennsylvania Ave SE, Washington, DC, 20003, USA', 'ShortLabel': 'Old Navy Hospital Carriage House', 'Addr_type': 'POI', 'Type': 'Building', 'PlaceName': 'Old Navy Hospital Carriage House', 'AddNum': '901', 'Address': '901 Pennsylvania Ave SE', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20003', 'PostalExt': '', 'CountryCode': 'USA'}",20003
3928,12604,"{'location': {'lat': 38.9004319, 'lng': -76.99393979999999}, 'viewport': {'northeast': {'lat': 38.9016705802915, 'lng': -76.99259071970849}, 'southwest': {'lat': 38.8989726197085, 'lng': -76.9952886802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,9bc70eaf22d9fcc0a8418d044264901539b5d080,Chupacabra Latin Kitchen & Taqueria,ChIJKeqr5Z25t4kRcJuZLSNXLZI,"{'compound_code': 'W224+5C Washington, District of Columbia, United States', 'global_code': '87C5W224+5C'}",4.2,ChIJKeqr5Z25t4kRcJuZLSNXLZI,"['restaurant', 'food', 'point_of_interest', 'establishment']",260,"822 H Street Northeast Unit 2, Washington",{'open_now': False},,"{'Match_addr': 'Chupacabra', 'LongLabel': 'Chupacabra, 822 H St NE, Washington, DC, 20002, USA', 'ShortLabel': 'Chupacabra', 'Addr_type': 'POI', 'Type': 'Mexican Food', 'PlaceName': 'Chupacabra', 'AddNum': '822', 'Address': '822 H St NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Near Northeast', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20002', 'PostalExt': '', 'CountryCode': 'USA'}",20002
3929,12607,"{'location': {'lat': 38.9004189, 'lng': -76.99343979999999}, 'viewport': {'northeast': {'lat': 38.90166393029149, 'lng': -76.9920910197085}, 'southwest': {'lat': 38.89896596970849, 'lng': -76.9947889802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,975c4ef4a0e56d15e8ad0142030d88f910e304dc,Dio Wine Bar,ChIJ_x424T24t4kREE6KafKGQRQ,"{'compound_code': 'W224+5J Washington, District of Columbia, United States', 'global_code': '87C5W224+5J'}",4.6,ChIJ_x424T24t4kREE6KafKGQRQ,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",54,"904 H Street Northeast, Washington",{'open_now': True},2,"{'Match_addr': 'Downtown Locker Room', 'LongLabel': 'Downtown Locker Room, 900 H St NE, Washington, DC, 20002, USA', 'ShortLabel': 'Downtown Locker Room', 'Addr_type': 'POI', 'Type': 'Clothing Store', 'PlaceName': 'Downtown Locker Room', 'AddNum': '900', 'Address': '900 H St NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Near Northeast', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20002', 'PostalExt': '', 'CountryCode': 'USA'}",20002
3930,12615,"{'location': {'lat': 38.91591149999999, 'lng': -76.9932631}, 'viewport': {'northeast': {'lat': 38.9173288802915, 'lng': -76.9919174197085}, 'southwest': {'lat': 38.9146309197085, 'lng': -76.9946153802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,b8d48c215e5cfd6c0e95169dccc2844fe94fc898,McDonald's,ChIJLT7NoA64t4kR9BBRZljhfA4,"{'compound_code': 'W284+9M Washington, District of Columbia, United States', 'global_code': '87C5W284+9M'}",3.7,ChIJLT7NoA64t4kR9BBRZljhfA4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",646,"1901 9th Street Northeast, Washington",{'open_now': True},1,"{'Match_addr': ""McDonald's"", 'LongLabel': ""McDonald's, 1901 9th St NE, Washington, DC, 20018, USA"", 'ShortLabel': ""McDonald's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""McDonald's"", 'AddNum': '1901', 'Address': '1901 9th St NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Brentwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3931,12618,"{'location': {'lat': 38.9199148, 'lng': -76.9931642}, 'viewport': {'northeast': {'lat': 38.92135053029149, 'lng': -76.9917145197085}, 'southwest': {'lat': 38.9186525697085, 'lng': -76.9944124802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,b502841b4128ceee36f5259a59685cec82c24a56,Paisano's,ChIJe0XkfJy5t4kR2MzLzYoqklE,"{'compound_code': 'W294+XP Washington, District of Columbia, United States', 'global_code': '87C5W294+XP'}",3.4,ChIJe0XkfJy5t4kR2MzLzYoqklE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",72,"1060 Brentwood Road Northeast, Washington",{'open_now': False},1,"{'Match_addr': 'Rhode Island Plaza, Rhode Island Ave NE, Washington, District of Columbia, 20018', 'LongLabel': 'Rhode Island Plaza, Rhode Island Ave NE, Washington, DC, 20018, USA', 'ShortLabel': 'Rhode Island Plaza, Rhode Island Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '', 'Address': 'Rhode Island Plaza Rhode Island Ave NE', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3932,12624,"{'location': {'lat': 38.9215126, 'lng': -76.9940154}, 'viewport': {'northeast': {'lat': 38.92288688029151, 'lng': -76.9925662197085}, 'southwest': {'lat': 38.92018891970851, 'lng': -76.9952641802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,229d5e96e1acba0f3ba16b51452c84d05c273822,The Carolina Kitchen,ChIJ302e5Qm4t4kRki12Z4XrpGw,"{'compound_code': 'W2C4+J9 Washington, District of Columbia, United States', 'global_code': '87C5W2C4+J9'}",4.2,ChIJ302e5Qm4t4kRki12Z4XrpGw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1406,"2350 Washington Place Northeast, Washington",{'open_now': False},2,"{'Match_addr': 'Carolina Kitchen Bar and Grill', 'LongLabel': 'Carolina Kitchen Bar and Grill, 2350 Washington Pl NE, Washington, DC, 20018, USA', 'ShortLabel': 'Carolina Kitchen Bar and Grill', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Carolina Kitchen Bar and Grill', 'AddNum': '2350', 'Address': '2350 Washington Pl NE', 'Block': '', 'Sector': '', 'Neighborhood': 'Brentwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20018', 'PostalExt': '', 'CountryCode': 'USA'}",20018
3933,12632,"{'location': {'lat': 38.936502, 'lng': -76.993929}, 'viewport': {'northeast': {'lat': 38.9378839802915, 'lng': -76.9924751697085}, 'southwest': {'lat': 38.9351860197085, 'lng': -76.9951731302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,9028d81c1de757f5f4efdec88fdeaae9a233de75,Pizza Boli's Brookland,ChIJMYJIlu3Ht4kR38bJdsqBp0Q,"{'compound_code': 'W2P4+JC Washington, District of Columbia, United States', 'global_code': '87C5W2P4+JC'}",3.4,ChIJMYJIlu3Ht4kR38bJdsqBp0Q,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",139,"3738 10th Street Northeast, Washington",{'open_now': True},1,"{'Match_addr': ""Pizza Boli's"", 'LongLabel': ""Pizza Boli's, 3738 10th St NE, Washington, DC, 20017, USA"", 'ShortLabel': ""Pizza Boli's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""Pizza Boli's"", 'AddNum': '3738', 'Address': '3738 10th St NE', 'Block': '', 'Sector': '', 'Neighborhood': 'University Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20017', 'PostalExt': '', 'CountryCode': 'USA'}",20017
3934,12636,"{'location': {'lat': 38.94949, 'lng': -76.993315}, 'viewport': {'northeast': {'lat': 38.9509923302915, 'lng': -76.99195231970849}, 'southwest': {'lat': 38.9482943697085, 'lng': -76.99465028029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ee77e462ea4192d7c793187f04c7b632b43f459a,McDonald's,ChIJ8UrLJ8THt4kRZQiP2PGZ9eY,"{'compound_code': 'W2X4+QM Washington, District of Columbia, United States', 'global_code': '87C5W2X4+QM'}",3.6,ChIJ8UrLJ8THt4kRZQiP2PGZ9eY,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",639,"4950 South Dakota Avenue Northeast, Washington",{'open_now': True},1,"{'Match_addr': ""McDonald's"", 'LongLabel': ""McDonald's, 4950 South Dakota Ave NE, Washington, DC, 20017, USA"", 'ShortLabel': ""McDonald's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""McDonald's"", 'AddNum': '4950', 'Address': '4950 South Dakota Ave NE', 'Block': '', 'Sector': '', 'Neighborhood': 'North Michigan Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20017', 'PostalExt': '', 'CountryCode': 'USA'}",20017
3935,12637,"{'location': {'lat': 38.949133, 'lng': -76.992874}, 'viewport': {'northeast': {'lat': 38.95060163029149, 'lng': -76.9913726697085}, 'southwest': {'lat': 38.9479036697085, 'lng': -76.9940706302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,edac86356dea87a1262920f6d409e56a15a9f158,Full Yum 2,ChIJNaCJnsbHt4kRfjGelZlJ6dg,"{'compound_code': 'W2X4+MV Washington, District of Columbia, United States', 'global_code': '87C5W2X4+MV'}",4.1,ChIJNaCJnsbHt4kRfjGelZlJ6dg,"['restaurant', 'food', 'point_of_interest', 'establishment']",83,"4940 South Dakota Avenue Northeast, Washington",{'open_now': True},1,"{'Match_addr': '4944 S Dakota Ave NE, Washington, District of Columbia, 20017', 'LongLabel': '4944 S Dakota Ave NE, Washington, DC, 20017, USA', 'ShortLabel': '4944 S Dakota Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '4944', 'Address': '4944 S Dakota Ave NE', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20017', 'PostalExt': '', 'CountryCode': 'USA'}",20017
